offset,sigma,solved,method,witness,seconds
159,947,0,,,7.371687
217,947,0,,,6.618865
247,947,0,,,7.262582
307,947,0,,,7.094896
471,947,0,,,6.640000
487,947,0,,,7.306011
1053,947,0,,,7.171611
81,953,0,,,7.564420
159,953,0,,,7.027437
217,953,0,,,7.555703
247,953,0,,,7.528896
307,953,0,,,7.693271
471,953,0,,,7.708521
487,953,0,,,6.986514
1053,953,0,,,7.225134
81,967,0,,,6.726570
159,967,0,,,7.011668
217,967,0,,,7.804257
247,967,0,,,6.974079
307,967,0,,,8.103666
471,967,0,,,7.737038
487,967,0,,,7.758243
1053,967,0,,,7.571448
81,971,0,,,7.006159
159,971,0,,,6.790374
217,971,0,,,6.958597
247,971,0,,,6.632095
307,971,0,,,6.556329
471,971,0,,,6.917045
487,971,0,,,7.176092
1053,971,0,,,6.961625
81,977,0,,,7.106219
159,977,0,,,8.067659
217,977,0,,,7.356413
247,977,0,,,7.508733
307,977,0,,,6.971025
471,977,0,,,7.118655
487,977,0,,,7.488116
1053,977,0,,,6.991444
81,983,0,,,7.297740
159,983,0,,,7.756290
217,983,0,,,7.882077
247,983,0,,,7.268883
307,983,0,,,7.275610
471,983,0,,,7.301571
487,983,0,,,6.789849
1053,983,0,,,7.373356
81,991,0,,,6.678061
159,991,0,,,7.060824
217,991,0,,,6.505834
247,991,0,,,7.008525
307,991,0,,,7.010126
471,991,0,,,7.468421
487,991,0,,,7.202342
1053,991,0,,,6.977593
81,997,0,,,7.011921
159,997,0,,,7.403108
217,997,0,,,7.236211
247,997,0,,,7.146086
307,997,0,,,6.969826
471,997,0,,,7.462227
487,997,0,,,6.794466
1053,997,0,,,7.147519
81,1009,0,,,7.767575
159,1009,0,,,7.282912
217,1009,0,,,7.192717
247,1009,0,,,7.265147
307,1009,0,,,6.833300
471,1009,0,,,7.128885
487,1009,0,,,7.441264
1053,1009,0,,,6.263104
81,1013,0,,,7.692314
159,1013,0,,,6.795954
217,1013,0,,,7.094106
247,1013,0,,,7.474930
307,1013,0,,,7.839528
471,1013,0,,,7.030379
487,1013,0,,,7.053002
1053,1013,0,,,7.191152
81,1019,0,,,7.737394
159,1019,0,,,7.509232
217,1019,0,,,7.599842
247,1019,0,,,7.068722
307,1019,0,,,7.203022
471,1019,0,,,7.164605
487,1019,0,,,6.873820
1053,1019,0,,,7.394337
81,1021,0,,,7.786499
159,1021,0,,,7.210083
217,1021,0,,,7.320425
247,1021,0,,,6.770967
307,1021,0,,,7.248573
471,1021,0,,,7.355657
487,1021,0,,,7.221059
1053,1021,0,,,6.999525
81,1031,0,,,7.289231
159,1031,0,,,7.937876
217,1031,0,,,7.201957
247,1031,0,,,7.323734
307,1031,0,,,7.711622
471,1031,0,,,7.157608
487,1031,0,,,7.150728
1053,1031,0,,,6.830089
81,1033,0,,,7.617490
159,1033,0,,,7.338485
217,1033,0,,,7.173186
247,1033,0,,,7.506728
307,1033,0,,,7.542177
471,1033,0,,,7.951003
487,1033,0,,,6.825560
1053,1033,0,,,7.859982
81,1039,0,,,6.976893
159,1039,0,,,7.137231
217,1039,0,,,6.428606
247,1039,0,,,6.464832
307,1039,0,,,7.033754
471,1039,0,,,6.972024
487,1039,0,,,7.394650
1053,1039,0,,,7.355980
81,1049,0,,,6.875242
159,1049,0,,,6.964177
217,1049,0,,,7.422116
247,1049,0,,,7.492302
307,1049,0,,,7.401363
471,1049,0,,,7.479965
487,1049,0,,,7.222487
1053,1049,0,,,7.507611
81,1051,0,,,6.791182
159,1051,0,,,6.890629
217,1051,0,,,7.200790
247,1051,0,,,7.340242
307,1051,0,,,7.127158
471,1051,0,,,7.337980
487,1051,0,,,7.473595
1053,1051,0,,,6.958400
81,1061,0,,,7.385568
159,1061,0,,,7.203111
217,1061,0,,,6.699675
247,1061,0,,,6.844343
307,1061,0,,,7.112671
471,1061,0,,,7.499966
487,1061,0,,,7.415187
1053,1061,0,,,7.486250
81,1063,0,,,7.425508
159,1063,0,,,6.912653
217,1063,0,,,7.610616
247,1063,0,,,7.436508
307,1063,0,,,7.111858
471,1063,0,,,6.764090
487,1063,0,,,7.533035
1053,1063,0,,,7.091488
81,1069,0,,,7.594188
159,1069,0,,,7.754515
217,1069,0,,,7.761452
247,1069,0,,,7.454190
307,1069,0,,,7.961192
471,1069,0,,,7.332983
487,1069,0,,,7.647146
1053,1069,0,,,6.874092
81,1087,0,,,7.229624
159,1087,0,,,6.797077
217,1087,0,,,6.667424
247,1087,0,,,6.852170
307,1087,0,,,7.445258
471,1087,0,,,6.783076
487,1087,0,,,6.896979
1053,1087,0,,,7.205750
81,1091,0,,,7.286303
159,1091,0,,,6.973893
217,1091,0,,,7.324607
247,1091,0,,,7.260724
307,1091,0,,,7.404552
471,1091,0,,,6.963689
487,1091,0,,,7.074853
1053,1091,0,,,7.077442
81,1093,0,,,7.243396
159,1093,0,,,7.326017
217,1093,0,,,7.259052
247,1093,0,,,7.161998
307,1093,0,,,7.039483
471,1093,0,,,7.747920
487,1093,0,,,7.135829
1053,1093,0,,,6.492652
81,1097,0,,,7.153286
159,1097,0,,,7.096050
217,1097,0,,,6.840669
247,1097,0,,,6.865621
307,1097,0,,,6.998676
471,1097,0,,,7.024452
487,1097,0,,,7.249342
1053,1097,0,,,7.504339
81,1103,0,,,7.302496
159,1103,0,,,7.343614
217,1103,0,,,7.210073
247,1103,0,,,7.084277
307,1103,0,,,7.268506
471,1103,0,,,7.068852
487,1103,0,,,7.578755
1053,1103,0,,,7.632976
81,1109,0,,,7.402506
159,1109,0,,,7.150016
217,1109,0,,,6.753699
247,1109,0,,,7.623508
307,1109,0,,,7.342562
471,1109,0,,,7.007463
487,1109,0,,,7.307190
1053,1109,0,,,6.988591
81,1117,0,,,7.630551
159,1117,0,,,7.247694
217,1117,0,,,7.515281
247,1117,0,,,6.947479
307,1117,0,,,7.631887
471,1117,0,,,7.629797
487,1117,0,,,7.428982
1053,1117,0,,,7.861810
81,1123,0,,,6.942423
159,1123,0,,,7.254021
217,1123,0,,,7.383567
247,1123,0,,,6.969984
307,1123,0,,,7.272627
471,1123,0,,,6.716652
487,1123,0,,,7.181253
1053,1123,0,,,7.568451
81,1129,0,,,7.134904
159,1129,0,,,6.697452
217,1129,0,,,7.402250
247,1129,0,,,6.765366
307,1129,0,,,6.749451
471,1129,0,,,6.811854
487,1129,0,,,7.297559
1053,1129,0,,,6.785827
81,1151,0,,,6.804247
159,1151,0,,,7.022433
217,1151,0,,,7.612923
247,1151,0,,,6.736853
307,1151,0,,,7.193737
471,1151,0,,,7.456764
487,1151,0,,,7.210644
1053,1151,0,,,7.202860
81,1153,0,,,7.073781
159,1153,0,,,7.064528
217,1153,0,,,7.402981
247,1153,0,,,7.915542
307,1153,0,,,7.272946
471,1153,0,,,6.937558
487,1153,0,,,7.828727
1053,1153,0,,,7.449982
81,1163,0,,,7.055168
159,1163,0,,,7.103775
217,1163,0,,,7.000487
247,1163,0,,,6.896323
307,1163,0,,,7.358868
471,1163,0,,,6.714274
487,1163,0,,,7.408668
1053,1163,0,,,7.282166
81,1171,0,,,7.375333
159,1171,0,,,7.179774
217,1171,0,,,7.361232
247,1171,0,,,7.306042
307,1171,0,,,7.346528
471,1171,0,,,7.319757
487,1171,0,,,7.156820
1053,1171,0,,,7.489138
81,1181,0,,,7.176157
159,1181,0,,,6.881441
217,1181,0,,,7.594956
247,1181,0,,,7.028697
307,1181,0,,,7.539889
471,1181,0,,,6.804351
487,1181,0,,,7.733135
1053,1181,0,,,6.697695
81,1187,0,,,7.015086
159,1187,0,,,6.938998
217,1187,0,,,7.166475
247,1187,0,,,7.025085
307,1187,0,,,7.748137
471,1187,0,,,7.245191
487,1187,0,,,7.293070
1053,1187,0,,,7.164712
81,1193,0,,,7.642459
159,1193,0,,,7.170697
217,1193,0,,,7.254241
247,1193,0,,,7.498020
307,1193,0,,,7.393859
471,1193,0,,,7.784196
487,1193,0,,,7.200097
1053,1193,0,,,6.916779
81,1201,0,,,7.508173
159,1201,0,,,7.033580
217,1201,0,,,7.280757
247,1201,0,,,7.513381
307,1201,0,,,7.099629
471,1201,0,,,7.480917
487,1201,0,,,6.321186
1053,1201,0,,,6.920953
81,1213,0,,,7.412840
159,1213,0,,,7.013383
217,1213,0,,,6.852695
247,1213,0,,,7.446592
307,1213,0,,,7.702644
471,1213,0,,,7.107349
487,1213,0,,,7.098007
1053,1213,0,,,7.547471
81,1217,0,,,6.983892
159,1217,0,,,7.482391
217,1217,0,,,6.845861
247,1217,0,,,6.344505
307,1217,0,,,7.102878
471,1217,0,,,7.748104
487,1217,0,,,6.751144
1053,1217,0,,,6.814229
81,1223,0,,,7.784460
159,1223,0,,,7.350066
217,1223,0,,,7.021472
247,1223,0,,,7.740558
307,1223,0,,,7.119097
471,1223,0,,,6.864125
487,1223,0,,,6.687131
1053,1223,0,,,7.435567
81,1229,0,,,7.300229
159,1229,0,,,7.138911
217,1229,0,,,7.953411
247,1229,0,,,7.900030
307,1229,0,,,7.867710
471,1229,0,,,8.081425
487,1229,0,,,7.674489
1053,1229,0,,,7.054939
81,1231,0,,,7.137063
159,1231,0,,,7.687139
217,1231,0,,,7.351063
247,1231,0,,,7.326969
307,1231,0,,,6.939447
471,1231,0,,,7.548713
487,1231,0,,,7.508200
1053,1231,0,,,6.969200
81,1237,0,,,6.990609
159,1237,0,,,6.780683
217,1237,0,,,7.426814
247,1237,0,,,7.186931
307,1237,0,,,6.763469
471,1237,0,,,6.744755
487,1237,0,,,7.114889
1053,1237,0,,,7.024144
81,1249,0,,,7.029554
159,1249,0,,,7.826104
217,1249,0,,,7.475910
247,1249,0,,,7.569275
307,1249,0,,,7.562677
471,1249,0,,,7.552782
487,1249,0,,,7.459325
1053,1249,0,,,6.392849
81,1259,0,,,7.343797
159,1259,0,,,7.553969
217,1259,0,,,7.382532
247,1259,0,,,7.052984
307,1259,0,,,7.408568
471,1259,0,,,7.145108
487,1259,0,,,7.335916
1053,1259,0,,,7.258045
81,1277,0,,,7.275306
159,1277,0,,,6.649209
217,1277,0,,,6.920711
247,1277,0,,,6.722680
307,1277,0,,,6.835255
471,1277,0,,,7.110981
487,1277,0,,,7.205461
1053,1277,0,,,7.114798
81,1279,0,,,7.026672
159,1279,0,,,8.159458
217,1279,0,,,6.941501
247,1279,0,,,7.471836
307,1279,0,,,6.911755
471,1279,0,,,7.350378
487,1279,0,,,6.703834
1053,1279,0,,,6.901458
81,1283,0,,,7.139435
159,1283,0,,,7.132404
217,1283,0,,,7.645297
247,1283,0,,,7.109028
307,1283,0,,,7.558266
471,1283,0,,,6.995305
487,1283,0,,,6.978842
1053,1283,0,,,7.223500
81,1289,0,,,7.186253
159,1289,0,,,6.224789
217,1289,0,,,7.045910
247,1289,0,,,7.341398
307,1289,0,,,7.216181
471,1289,0,,,7.055571
487,1289,0,,,7.101692
1053,1289,0,,,7.494122
81,1291,0,,,7.116182
159,1291,0,,,6.910010
217,1291,0,,,7.358125
247,1291,0,,,7.405645
307,1291,0,,,7.534260
471,1291,0,,,7.205749
487,1291,0,,,7.431898
1053,1291,0,,,7.179160
81,1297,0,,,7.262108
159,1297,0,,,7.249629
217,1297,0,,,7.156618
247,1297,0,,,7.030841
307,1297,0,,,6.476066
471,1297,0,,,6.049354
487,1297,0,,,7.501699
1053,1297,0,,,6.988201
81,1301,0,,,7.127554
159,1301,0,,,7.239898
217,1301,0,,,7.067459
247,1301,0,,,6.864425
307,1301,0,,,7.816790
471,1301,0,,,7.299745
487,1301,0,,,7.286712
1053,1301,0,,,7.299310
81,1303,0,,,7.661596
159,1303,0,,,7.602375
217,1303,0,,,7.306933
247,1303,0,,,6.699767
307,1303,0,,,7.280500
471,1303,0,,,7.208635
487,1303,0,,,6.913797
1053,1303,0,,,6.413995
81,1307,0,,,7.438544
159,1307,0,,,7.232881
217,1307,0,,,7.515743
247,1307,0,,,6.925988
307,1307,0,,,6.699798
471,1307,0,,,7.163722
487,1307,0,,,6.846732
1053,1307,0,,,7.190372
81,1319,0,,,7.451952
159,1319,0,,,7.270147
217,1319,0,,,7.882762
247,1319,0,,,7.017462
307,1319,0,,,7.165640
471,1319,0,,,7.569935
487,1319,0,,,7.529096
1053,1319,0,,,7.010094
81,1321,0,,,7.237816
159,1321,0,,,7.033810
217,1321,0,,,7.367122
247,1321,0,,,6.823375
307,1321,0,,,7.331252
471,1321,0,,,7.991150
487,1321,0,,,7.466228
1053,1321,0,,,6.895046
81,1327,0,,,6.912427
159,1327,0,,,6.531636
217,1327,0,,,7.445481
247,1327,0,,,7.067409
307,1327,0,,,6.829331
471,1327,0,,,6.703488
487,1327,0,,,6.329394
1053,1327,0,,,6.728396
81,1361,0,,,7.644208
159,1361,0,,,7.187115
217,1361,0,,,7.338053
247,1361,0,,,8.107074
307,1361,0,,,7.551950
471,1361,0,,,6.879672
487,1361,0,,,7.258871
1053,1361,0,,,7.085311
81,1367,0,,,7.399368
159,1367,0,,,7.109095
217,1367,0,,,7.188262
247,1367,0,,,7.269869
307,1367,0,,,7.548076
471,1367,0,,,7.645719
487,1367,0,,,7.452383
1053,1367,0,,,7.305408
81,1373,0,,,6.896871
159,1373,0,,,7.320950
217,1373,0,,,7.797757
247,1373,0,,,7.118717
307,1373,0,,,7.308493
471,1373,0,,,6.913822
487,1373,0,,,7.382259
1053,1373,0,,,6.760496
81,1381,0,,,7.637908
159,1381,0,,,7.817086
217,1381,0,,,7.256148
247,1381,0,,,7.107366
307,1381,0,,,7.899468
471,1381,0,,,7.296911
487,1381,0,,,6.262285
1053,1381,0,,,7.235162
81,1399,0,,,7.375895
159,1399,0,,,7.828234
217,1399,0,,,7.164206
247,1399,0,,,7.430365
307,1399,0,,,7.023258
471,1399,0,,,7.671943
487,1399,0,,,7.163025
1053,1399,0,,,6.898247
81,1409,0,,,7.883958
159,1409,0,,,6.882575
217,1409,0,,,6.978428
247,1409,0,,,7.365175
307,1409,0,,,7.983723
471,1409,0,,,6.833820
487,1409,0,,,7.169721
1053,1409,0,,,6.871270
81,1423,0,,,6.842032
159,1423,0,,,7.185715
217,1423,0,,,6.654506
247,1423,0,,,6.867577
307,1423,0,,,7.266035
471,1423,0,,,6.743362
487,1423,0,,,7.418126
1053,1423,0,,,7.224284
81,1427,0,,,7.242013
159,1427,0,,,7.610027
217,1427,0,,,6.590074
247,1427,0,,,7.867656
307,1427,0,,,7.248495
471,1427,0,,,6.793483
487,1427,0,,,7.296114
1053,1427,0,,,6.806713
81,1429,0,,,7.580300
159,1429,0,,,7.039033
217,1429,0,,,7.476105
247,1429,0,,,7.440929
307,1429,0,,,7.126861
471,1429,0,,,7.367473
487,1429,0,,,6.617451
1053,1429,0,,,6.607056
81,1433,0,,,7.497795
159,1433,0,,,6.826841
217,1433,0,,,7.499013
247,1433,0,,,7.240185
307,1433,0,,,7.087166
471,1433,0,,,7.201679
487,1433,0,,,7.293520
1053,1433,0,,,7.411363
81,1439,0,,,7.597941
159,1439,0,,,7.151634
217,1439,0,,,7.735307
247,1439,0,,,7.045441
307,1439,0,,,7.381979
471,1439,0,,,7.204828
487,1439,0,,,6.756552
1053,1439,0,,,6.432932
81,1447,0,,,7.565475
159,1447,0,,,6.807728
217,1447,0,,,7.511801
247,1447,0,,,7.626237
307,1447,0,,,7.693563
471,1447,0,,,7.970230
487,1447,0,,,7.293094
1053,1447,0,,,7.462964
81,1451,0,,,6.839349
159,1451,0,,,6.655831
217,1451,0,,,6.508741
247,1451,0,,,6.985328
307,1451,0,,,7.116139
471,1451,0,,,7.372178
487,1451,0,,,7.015012
1053,1451,0,,,7.523431
81,1453,0,,,7.276128
159,1453,0,,,7.147345
217,1453,0,,,6.878996
247,1453,0,,,7.517215
307,1453,0,,,7.373911
471,1453,0,,,7.144466
487,1453,0,,,6.609712
1053,1453,0,,,6.118074
81,1459,0,,,7.598238
159,1459,0,,,7.514213
217,1459,0,,,7.505233
247,1459,0,,,7.387222
307,1459,0,,,7.533694
471,1459,0,,,6.849841
487,1459,0,,,7.433464
1053,1459,0,,,7.742809
81,1471,0,,,6.715137
159,1471,0,,,6.507331
217,1471,0,,,7.324852
247,1471,0,,,7.511889
307,1471,0,,,7.192640
471,1471,0,,,6.963289
487,1471,0,,,7.306568
1053,1471,0,,,7.378498
81,1481,0,,,7.062056
159,1481,0,,,6.938578
217,1481,0,,,6.665070
247,1481,0,,,7.087050
307,1481,0,,,7.111875
471,1481,0,,,6.536493
487,1481,0,,,6.724735
1053,1481,0,,,7.199004
81,1483,0,,,7.132749
159,1483,0,,,7.519751
217,1483,0,,,7.693155
247,1483,0,,,7.550839
307,1483,0,,,7.163358
471,1483,0,,,7.154190
487,1483,0,,,6.504398
1053,1483,0,,,7.129542
81,1487,0,,,6.920068
159,1487,0,,,7.805371
217,1487,0,,,7.181239
247,1487,0,,,6.970922
307,1487,0,,,7.217347
471,1487,0,,,7.648878
487,1487,0,,,7.060015
1053,1487,0,,,7.769015
81,1489,0,,,7.645260
159,1489,0,,,6.494037
217,1489,0,,,6.695760
247,1489,0,,,6.701341
307,1489,0,,,7.661854
471,1489,0,,,6.891953
487,1489,0,,,7.803836
1053,1489,0,,,7.022743
81,1493,0,,,6.908163
159,1493,0,,,6.977395
217,1493,0,,,7.026782
247,1493,0,,,7.049001
307,1493,0,,,7.405914
471,1493,0,,,6.991291
487,1493,0,,,7.110156
1053,1493,0,,,7.345070
81,1499,0,,,7.615536
159,1499,0,,,7.477538
217,1499,0,,,6.770437
247,1499,0,,,7.184698
307,1499,0,,,6.776752
471,1499,0,,,7.095820
487,1499,0,,,7.741007
1053,1499,0,,,7.497648
81,1511,0,,,6.554488
159,1511,0,,,7.504175
217,1511,0,,,6.222773
247,1511,0,,,7.222307
307,1511,0,,,6.972498
471,1511,0,,,7.393660
487,1511,0,,,6.836156
1053,1511,0,,,7.754210
81,1523,0,,,7.345451
159,1523,0,,,7.357953
217,1523,0,,,7.257259
247,1523,0,,,7.557851
307,1523,0,,,7.003705
471,1523,0,,,7.663353
487,1523,0,,,6.965617
1053,1523,0,,,7.564680
81,1531,0,,,7.368526
159,1531,0,,,6.643823
217,1531,0,,,6.924625
247,1531,0,,,8.146137
307,1531,0,,,7.169272
471,1531,0,,,6.884427
487,1531,0,,,6.552971
1053,1531,0,,,6.535890
81,1543,0,,,7.029957
159,1543,0,,,6.976979
217,1543,0,,,7.656179
247,1543,0,,,7.047453
307,1543,0,,,7.639133
471,1543,0,,,7.733085
487,1543,0,,,7.190627
1053,1543,0,,,6.874010
81,1549,0,,,7.700724
159,1549,0,,,7.119245
217,1549,0,,,6.436655
247,1549,0,,,7.134191
307,1549,0,,,6.878867
471,1549,0,,,7.527570
487,1549,0,,,6.827924
1053,1549,0,,,6.587318
81,1553,0,,,6.893794
159,1553,0,,,7.234085
217,1553,0,,,6.756905
247,1553,0,,,6.628289
307,1553,0,,,6.746879
471,1553,0,,,6.484982
487,1553,0,,,7.048670
1053,1553,0,,,7.282579
81,1559,0,,,6.623228
159,1559,0,,,7.662471
217,1559,0,,,7.788041
247,1559,0,,,7.548000
307,1559,0,,,7.043672
471,1559,0,,,7.523965
487,1559,0,,,7.017565
1053,1559,0,,,6.941266
81,1567,0,,,7.724518
159,1567,0,,,7.228199
217,1567,0,,,7.640674
247,1567,0,,,6.824908
307,1567,0,,,6.926641
471,1567,0,,,7.171256
487,1567,0,,,7.431679
1053,1567,0,,,7.423062
81,1571,0,,,7.094482
159,1571,0,,,6.594942
217,1571,0,,,6.893793
247,1571,0,,,7.046433
307,1571,0,,,6.525706
471,1571,0,,,6.686608
487,1571,0,,,7.083331
1053,1571,0,,,6.990123
81,1579,0,,,7.519699
159,1579,0,,,7.042060
217,1579,0,,,7.456575
247,1579,0,,,7.105859
307,1579,0,,,7.643705
471,1579,0,,,6.956401
487,1579,0,,,6.988675
1053,1579,0,,,7.543669
81,1583,0,,,7.102072
159,1583,0,,,6.556597
217,1583,0,,,7.717008
247,1583,0,,,7.727795
307,1583,0,,,6.893940
471,1583,0,,,6.891691
487,1583,0,,,7.240969
1053,1583,0,,,7.113121
81,1597,0,,,6.698997
159,1597,0,,,6.502065
217,1597,0,,,7.361096
247,1597,0,,,6.893519
307,1597,0,,,7.376232
471,1597,0,,,7.281795
487,1597,0,,,7.160537
1053,1597,0,,,7.333429
81,1601,0,,,7.145291
159,1601,0,,,7.472673
217,1601,0,,,7.073558
247,1601,0,,,7.669280
307,1601,0,,,6.486872
471,1601,0,,,7.187947
487,1601,0,,,6.707632
1053,1601,0,,,7.418023
81,1607,0,,,7.252982
159,1607,0,,,6.975449
217,1607,0,,,6.871997
247,1607,0,,,6.985774
307,1607,0,,,6.901789
471,1607,0,,,7.479872
487,1607,0,,,7.234086
1053,1607,0,,,6.677498
81,1609,0,,,7.468872
159,1609,0,,,6.396668
217,1609,0,,,6.717029
247,1609,0,,,7.416602
307,1609,0,,,7.343778
471,1609,0,,,7.982260
487,1609,0,,,7.207262
1053,1609,0,,,7.657948
81,1613,0,,,6.937536
159,1613,0,,,7.886009
217,1613,0,,,6.890512
247,1613,0,,,6.469510
307,1613,0,,,7.384018
471,1613,0,,,7.448782
487,1613,0,,,7.363503
1053,1613,0,,,6.276656
81,1619,0,,,7.325066
159,1619,0,,,7.142247
217,1619,0,,,7.261632
247,1619,0,,,7.408835
307,1619,0,,,6.930599
471,1619,0,,,6.906148
487,1619,0,,,6.622129
1053,1619,0,,,7.115900
81,1621,0,,,7.087362
159,1621,0,,,8.047562
217,1621,0,,,6.679689
247,1621,0,,,6.907870
307,1621,0,,,7.721278
471,1621,0,,,7.447055
487,1621,0,,,7.435191
1053,1621,0,,,7.151148
81,1627,0,,,7.015166
159,1627,0,,,7.092927
217,1627,0,,,6.877955
247,1627,0,,,6.905810
307,1627,0,,,6.728228
471,1627,0,,,6.934036
487,1627,0,,,7.733109
1053,1627,0,,,6.822170
81,1637,0,,,7.276738
159,1637,0,,,7.043510
217,1637,0,,,7.116646
247,1637,0,,,7.050079
307,1637,0,,,7.046833
471,1637,0,,,7.140680
487,1637,0,,,7.373445
1053,1637,0,,,6.784085
