k,count,possible_g,mean_g,min_g,max_g,num_possible_g,level_share,mean_compress,tau4_share,square_share
93497,2,"[6, 8]",7.0,6,8,2,1.0,2.5,1.0,0.0
93529,2,"[6, 12]",9.0,6,12,2,1.0,2.0,1.0,0.0
93581,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
93629,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
93701,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
93703,1,[22],22.0,22,22,1,1.0,6.0,1.0,0.0
93739,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
93851,2,"[12, 28]",20.0,12,28,2,1.0,8.0,1.0,0.0
93871,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
93911,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
93913,1,[24],24.0,24,24,1,1.0,8.0,1.0,0.0
93949,3,"[10, 12, 20]",14.0,10,20,3,1.0,3.0,1.0,0.0
93979,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
93997,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
94049,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
94273,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
94291,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
94307,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
94321,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
94327,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
94379,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
94421,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
94427,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
94447,1,[28],28.0,28,28,1,1.0,9.0,1.0,0.0
94477,2,"[16, 36]",26.0,16,36,2,1.0,2.0,1.0,0.0
94529,1,[22],22.0,22,22,1,1.0,12.0,1.0,0.0
94559,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
94573,1,[22],22.0,22,22,1,1.0,1.0,1.0,0.0
94583,2,"[22, 24]",23.0,22,24,2,1.0,6.5,1.0,0.0
94597,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
94603,2,"[4, 6]",5.0,4,6,2,1.0,1.5,1.0,0.0
94651,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
94687,1,[18],18.0,18,18,1,1.0,5.0,1.0,0.0
94693,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
94723,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
94727,2,"[10, 12]",11.0,10,12,2,1.0,4.5,1.0,0.0
94771,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
94789,2,"[10, 20]",15.0,10,20,2,1.0,1.5,1.0,0.0
94819,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
94841,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
94847,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
94907,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
94933,1,[4],4.0,4,4,1,1.0,3.0,1.0,0.0
94949,2,"[6, 12]",9.0,6,12,2,1.0,2.5,1.0,0.0
95009,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
95021,1,[8],8.0,8,8,1,1.0,3.0,1.0,0.0
95027,2,"[6, 10]",8.0,6,10,2,1.0,2.0,1.0,0.0
95063,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
95083,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
95089,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
95093,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
95111,1,[44],44.0,44,44,1,1.0,2.0,1.0,0.0
95153,1,[12],12.0,12,12,1,1.0,10.0,1.0,0.0
95191,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
95219,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
95261,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
95267,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
95273,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
95279,2,"[6, 12]",9.0,6,12,2,1.0,1.5,1.0,0.0
95327,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
95461,2,"[12, 14]",13.0,12,14,2,1.0,3.0,1.0,0.0
95467,2,"[10, 26]",18.0,10,26,2,1.0,5.0,1.0,0.0
95483,2,"[4, 10]",7.0,4,10,2,1.0,3.5,0.5,0.0
95569,1,[18],18.0,18,18,1,1.0,14.0,1.0,0.0
95581,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
95603,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
95629,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
95701,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
95713,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
95717,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
95747,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
95783,1,[44],44.0,44,44,1,1.0,5.0,1.0,0.0
95873,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
95891,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
95911,2,"[6, 18]",12.0,6,18,2,1.0,5.5,1.0,0.0
95917,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
95947,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
95989,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
96079,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
96157,1,[28],28.0,28,28,1,1.0,2.0,1.0,0.0
96181,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
96221,1,[34],34.0,34,34,1,1.0,1.0,1.0,0.0
96233,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
96263,2,"[14, 30]",22.0,14,30,2,1.0,3.0,1.0,0.0
96323,1,[10],10.0,10,10,1,1.0,8.0,1.0,0.0
96329,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
96331,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
96337,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
96353,2,"[4, 24]",14.0,4,24,2,1.0,2.5,0.5,0.0
96377,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
96419,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
96451,1,[8],8.0,8,8,1,1.0,6.0,1.0,0.0
96469,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
96479,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
96487,1,[8],8.0,8,8,1,1.0,5.0,1.0,0.0
96493,2,"[18, 32]",25.0,18,32,2,1.0,2.5,1.0,0.0
96587,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
96667,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
96731,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
96737,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
96749,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
96757,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
96769,2,"[10, 20]",15.0,10,20,2,1.0,6.0,1.0,0.0
96787,1,[18],18.0,18,18,1,1.0,5.0,1.0,0.0
96821,2,"[6, 36]",21.0,6,36,2,1.0,4.5,1.0,0.0
96827,2,"[8, 18]",13.0,8,18,2,1.0,3.0,1.0,0.0
96847,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
96953,1,[10],10.0,10,10,1,1.0,8.0,1.0,0.0
96997,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
97003,2,"[18, 34]",26.0,18,34,2,1.0,3.0,1.0,0.0
97039,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
97081,2,"[6, 14]",10.0,6,14,2,1.0,2.0,1.0,0.0
97103,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
97117,1,[8],8.0,8,8,1,1.0,3.0,1.0,0.0
97157,1,[10],10.0,10,10,1,1.0,6.0,1.0,0.0
97177,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
97241,1,[28],28.0,28,28,1,1.0,6.0,1.0,0.0
97283,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
97303,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
97367,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
97379,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
97381,1,[40],40.0,40,40,1,1.0,3.0,1.0,0.0
97429,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
97453,2,"[4, 34]",19.0,4,34,2,1.0,1.0,0.5,0.0
97499,2,"[12, 24]",18.0,12,24,2,1.0,4.5,1.0,0.0
97501,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
97511,1,[8],8.0,8,8,1,1.0,5.0,1.0,0.0
97523,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
97549,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
97561,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
97577,2,"[6, 36]",21.0,6,36,2,1.0,4.5,1.0,0.0
97609,2,"[6, 12]",9.0,6,12,2,1.0,4.0,0.5,0.0
97687,2,"[10, 42]",26.0,10,42,2,1.0,5.5,1.0,0.0
97777,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
97787,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
97829,1,[56],56.0,56,56,1,1.0,4.0,1.0,0.0
97847,1,[36],36.0,36,36,1,1.0,2.0,1.0,0.0
97871,2,"[4, 6]",5.0,4,6,2,1.0,3.0,0.0,0.0
97919,2,"[12, 18]",15.0,12,18,2,1.0,7.0,1.0,0.0
97961,1,[6],6.0,6,6,1,1.0,2.0,0.0,1.0
98011,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
98017,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
98041,2,"[4, 18]",11.0,4,18,2,1.0,3.0,0.5,0.0
98047,2,"[6, 8]",7.0,6,8,2,1.0,4.5,0.5,0.0
98081,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
98213,1,[10],10.0,10,10,1,1.0,4.0,0.0,0.0
98251,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
98323,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
98327,1,[26],26.0,26,26,1,1.0,6.0,1.0,0.0
98369,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
98411,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
98467,2,"[6, 12]",9.0,6,12,2,1.0,3.5,0.5,0.0
98473,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
98573,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
98627,2,"[12, 28]",20.0,12,28,2,1.0,4.0,1.0,0.0
98641,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
98663,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
98669,2,"[10, 24]",17.0,10,24,2,1.0,9.0,1.0,0.0
98689,2,"[16, 18]",17.0,16,18,2,1.0,6.0,1.0,0.0
98849,2,"[6, 16]",11.0,6,16,2,1.0,3.0,0.5,0.0
98893,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
98911,1,[8],8.0,8,8,1,1.0,2.0,0.0,0.0
98993,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
98999,1,[26],26.0,26,26,1,1.0,3.0,1.0,0.0
99023,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
99053,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
99079,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
99131,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
99139,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
99149,3,"[6, 10, 12]",9.3333,6,12,3,1.0,2.3333,0.6667,0.0
99191,1,[8],8.0,8,8,1,1.0,5.0,1.0,0.0
99241,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
99257,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
99377,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
99391,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
99397,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
99401,2,"[6, 10]",8.0,6,10,2,1.0,3.0,0.5,0.0
99409,3,"[10, 24, 30]",21.3333,10,30,3,1.0,2.3333,1.0,0.0
99431,1,[42],42.0,42,42,1,1.0,4.0,1.0,0.0
99559,2,"[16, 18]",17.0,16,18,2,1.0,5.5,1.0,0.0
99571,1,[10],10.0,10,10,1,1.0,6.0,1.0,0.0
99689,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
99707,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
99709,3,"[6, 10, 12]",9.3333,6,12,3,1.0,3.3333,0.6667,0.0
99721,1,[8],8.0,8,8,1,1.0,6.0,1.0,0.0
99793,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
99817,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
99823,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
99829,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
99877,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
99989,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
99991,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
100019,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
100109,1,[20],20.0,20,20,1,1.0,6.0,1.0,0.0
100189,1,[24],24.0,24,24,1,1.0,9.0,1.0,0.0
100207,1,[30],30.0,30,30,1,1.0,1.0,1.0,0.0
100213,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
100237,1,[6],6.0,6,6,1,1.0,5.0,0.0,0.0
100267,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
100333,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
100363,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
100391,1,[4],4.0,4,4,1,1.0,1.0,1.0,0.0
100411,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
100447,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
100483,1,[36],36.0,36,36,1,1.0,6.0,1.0,0.0
100517,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
100519,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
100537,2,"[8, 16]",12.0,8,16,2,1.0,4.0,1.0,0.0
100547,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
100559,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
100591,1,[20],20.0,20,20,1,1.0,6.0,1.0,0.0
100673,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
100693,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
100747,1,[18],18.0,18,18,1,1.0,5.0,1.0,0.0
100769,2,"[6, 12]",9.0,6,12,2,1.0,1.5,0.5,0.0
100787,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
100799,2,"[12, 54]",33.0,12,54,2,1.0,3.0,1.0,0.0
100801,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
100811,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
100829,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
100853,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
100927,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
100931,2,[6],6.0,6,6,1,1.0,1.5,0.5,0.0
100943,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
101021,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
101063,2,"[6, 12]",9.0,6,12,2,1.0,2.5,0.5,0.0
101081,1,[14],14.0,14,14,1,1.0,5.0,1.0,0.0
101107,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
101111,1,[4],4.0,4,4,1,1.0,2.0,1.0,0.0
101119,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
101149,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
101173,2,"[6, 10]",8.0,6,10,2,1.0,3.0,1.0,0.0
101197,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
101203,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
101267,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
101273,1,[20],20.0,20,20,1,1.0,4.0,1.0,0.0
101281,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
101323,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
101411,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
101419,1,[22],22.0,22,22,1,1.0,8.0,1.0,0.0
101429,1,[72],72.0,72,72,1,1.0,1.0,1.0,0.0
101477,2,"[6, 12]",9.0,6,12,2,1.0,5.0,1.0,0.0
101503,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
101513,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
101531,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
101537,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
101573,2,"[10, 18]",14.0,10,18,2,1.0,4.0,0.5,0.0
101627,1,[26],26.0,26,26,1,1.0,11.0,1.0,0.0
101693,2,"[6, 12]",9.0,6,12,2,1.0,1.5,0.5,0.0
101789,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
101837,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
101863,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
101917,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
101921,2,"[18, 20]",19.0,18,20,2,1.0,3.0,1.0,0.0
101987,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
102019,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
102023,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
102043,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
102059,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
102077,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
102103,1,[18],18.0,18,18,1,1.0,1.0,1.0,0.0
102139,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
102161,1,[42],42.0,42,42,1,1.0,4.0,1.0,0.0
102229,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
102233,2,"[4, 6]",5.0,4,6,2,1.0,3.0,1.0,0.0
102251,1,[28],28.0,28,28,1,1.0,4.0,1.0,0.0
102299,2,"[12, 22]",17.0,12,22,2,1.0,3.0,1.0,0.0
102301,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
102337,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
102397,2,"[6, 12]",9.0,6,12,2,1.0,2.0,1.0,0.0
102407,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
102433,1,[42],42.0,42,42,1,1.0,2.0,1.0,0.0
102451,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
102503,1,[34],34.0,34,34,1,1.0,10.0,1.0,0.0
102523,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
102539,1,[24],24.0,24,24,1,1.0,3.0,1.0,0.0
102547,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
102551,2,"[6, 12]",9.0,6,12,2,1.0,4.0,1.0,0.0
102563,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
102593,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
102607,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
102667,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
102677,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
102679,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
102761,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
102769,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
102793,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
102841,1,[14],14.0,14,14,1,1.0,12.0,1.0,0.0
102859,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
102881,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
102931,1,[8],8.0,8,8,1,1.0,6.0,1.0,0.0
102967,1,[6],6.0,6,6,1,1.0,5.0,0.0,0.0
103001,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
103049,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
103069,2,"[6, 12]",9.0,6,12,2,1.0,4.0,1.0,0.0
103087,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
103099,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
103171,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
103289,2,"[12, 24]",18.0,12,24,2,1.0,2.0,1.0,0.0
103357,1,[20],20.0,20,20,1,1.0,3.0,1.0,0.0
103387,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
103421,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
103423,1,[22],22.0,22,22,1,1.0,6.0,1.0,0.0
103451,2,"[4, 6]",5.0,4,6,2,1.0,1.0,0.5,0.0
103457,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
103471,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
103561,2,"[6, 14]",10.0,6,14,2,1.0,2.5,0.5,0.0
103567,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
103591,1,[8],8.0,8,8,1,1.0,6.0,1.0,0.0
103643,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
103657,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
103681,2,"[6, 12]",9.0,6,12,2,1.0,2.0,0.5,0.0
103703,1,[14],14.0,14,14,1,1.0,8.0,1.0,0.0
103723,2,"[4, 34]",19.0,4,34,2,1.0,3.5,0.5,0.0
103811,1,[20],20.0,20,20,1,1.0,6.0,1.0,0.0
103843,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
103903,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
103913,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
103919,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
103969,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
103991,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
103997,3,"[6, 12, 16]",11.3333,6,16,3,1.0,2.6667,0.6667,0.0
104009,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
104021,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
104047,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
104089,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
104107,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
104123,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
104147,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
104149,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
104173,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
104183,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
104207,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
104231,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
104239,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
104243,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
104297,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
104309,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
104311,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
104323,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
104381,3,"[4, 10, 18]",10.6667,4,18,3,1.0,1.6667,1.0,0.0
104399,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
104527,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
104537,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
104543,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
104551,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
104579,2,"[24, 46]",35.0,24,46,2,1.0,4.0,1.0,0.0
104639,1,[16],16.0,16,16,1,1.0,1.0,1.0,0.0
104651,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
104683,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
104707,2,"[8, 18]",13.0,8,18,2,1.0,2.0,1.0,0.0
104711,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
104717,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
104729,1,[36],36.0,36,36,1,1.0,6.0,1.0,0.0
104743,1,[14],14.0,14,14,1,1.0,8.0,1.0,0.0
104773,2,"[10, 40]",25.0,10,40,2,1.0,3.5,1.0,0.0
104779,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
104827,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
104911,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
104917,2,"[10, 28]",19.0,10,28,2,1.0,6.5,1.0,0.0
104933,2,"[14, 18]",16.0,14,18,2,1.0,5.0,1.0,0.0
104947,2,"[6, 12]",9.0,6,12,2,1.0,4.0,1.0,0.0
104971,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
104987,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
105023,1,[14],14.0,14,14,1,1.0,3.0,1.0,0.0
105137,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
105227,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
105269,1,[22],22.0,22,22,1,1.0,2.0,1.0,0.0
105277,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
105319,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
105323,1,[18],18.0,18,18,1,1.0,5.0,1.0,0.0
105331,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
105341,1,[14],14.0,14,14,1,1.0,12.0,1.0,0.0
105359,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
105361,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
105367,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
105379,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
105389,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
105509,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
105557,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
105563,1,[14],14.0,14,14,1,1.0,11.0,1.0,0.0
105601,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
105607,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
105667,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
105727,1,[8],8.0,8,8,1,1.0,5.0,1.0,0.0
105863,1,[10],10.0,10,10,1,1.0,6.0,1.0,0.0
105871,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
105883,1,[22],22.0,22,22,1,1.0,6.0,1.0,0.0
105907,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
105971,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
105997,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
106033,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
106087,1,[10],10.0,10,10,1,1.0,6.0,1.0,0.0
106103,1,[14],14.0,14,14,1,1.0,4.0,1.0,0.0
106109,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
106129,1,[24],24.0,24,24,1,1.0,5.0,1.0,0.0
106163,1,[34],34.0,34,34,1,1.0,10.0,1.0,0.0
106217,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
106273,1,[22],22.0,22,22,1,1.0,1.0,1.0,0.0
