source_rung_min_exponent,source_rung_max_exponent,exponent,exponent_divisor_count,source_candidate_bound,source_candidate_seconds_limit,source_candidate_checks,source_unresolved_candidate_offset,pressure_candidate_bound,pressure_candidate_seconds_limit,pressure_exponent_status,pressure_candidate_checks,pressure_unresolved_reason,pressure_unresolved_candidate_offset,power_of_two,mersenne_number,distance_to_left_prime,mersenne_location_inferred,left_prime
101,1000,269,2,4096,3.0,2,3,4096,10.0,left_prime_unresolved,2,candidate_work_limit,3,948568795032094272909893509191171341133987714380927500611236528192824358010355712,948568795032094272909893509191171341133987714380927500611236528192824358010355711,,False,
101,1000,271,2,4096,3.0,2,7,4096,10.0,left_prime_unresolved,4,candidate_work_limit,15,3794275180128377091639574036764685364535950857523710002444946112771297432041422848,3794275180128377091639574036764685364535950857523710002444946112771297432041422847,,False,
101,1000,277,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,242833611528216133864932738352939863330300854881517440156476551217363035650651062272,242833611528216133864932738352939863330300854881517440156476551217363035650651062271,,False,
101,1000,281,2,4096,3.0,2,3,4096,10.0,left_prime_unresolved,2,candidate_work_limit,3,3885337784451458141838923813647037813284813678104279042503624819477808570410416996352,3885337784451458141838923813647037813284813678104279042503624819477808570410416996351,,False,
101,1000,283,2,4096,3.0,2,7,4096,10.0,left_prime_unresolved,2,candidate_work_limit,7,15541351137805832567355695254588151253139254712417116170014499277911234281641667985408,15541351137805832567355695254588151253139254712417116170014499277911234281641667985407,,False,
101,1000,293,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,15914343565113172548972231940698266883214596825515126958094847260581103904401068017057792,15914343565113172548972231940698266883214596825515126958094847260581103904401068017057791,,False,
101,1000,307,2,4096,3.0,2,7,4096,10.0,left_prime_unresolved,2,candidate_work_limit,7,260740604970814219042361048116400404614587954389239840081425977517360806369707098391474864128,260740604970814219042361048116400404614587954389239840081425977517360806369707098391474864127,,False,
101,1000,311,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,4171849679533027504677776769862406473833407270227837441302815640277772901915313574263597826048,4171849679533027504677776769862406473833407270227837441302815640277772901915313574263597826047,,False,
101,1000,313,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,16687398718132110018711107079449625895333629080911349765211262561111091607661254297054391304192,16687398718132110018711107079449625895333629080911349765211262561111091607661254297054391304191,,False,
101,1000,317,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,266998379490113760299377713271194014325338065294581596243380200977777465722580068752870260867072,266998379490113760299377713271194014325338065294581596243380200977777465722580068752870260867071,,False,
101,1000,331,2,4096,3.0,2,7,4096,10.0,left_prime_unresolved,2,candidate_work_limit,7,4374501449566023848745004454235242730706338861786424872851541212819905998398751846447026354046107648,4374501449566023848745004454235242730706338861786424872851541212819905998398751846447026354046107647,,False,
101,1000,337,2,4096,3.0,2,3,4096,10.0,left_prime_unresolved,2,candidate_work_limit,3,279968092772225526319680285071055534765205687154331191862498637620473983897520118172609686658950889472,279968092772225526319680285071055534765205687154331191862498637620473983897520118172609686658950889471,,False,
101,1000,347,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,286687326998758938951352611912760867599570623646035140467198604923365359511060601008752319138765710819328,286687326998758938951352611912760867599570623646035140467198604923365359511060601008752319138765710819327,,False,
101,1000,349,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,1146749307995035755805410447651043470398282494584140561868794419693461438044242404035009276555062843277312,1146749307995035755805410447651043470398282494584140561868794419693461438044242404035009276555062843277311,,False,
101,1000,353,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,18347988927920572092886567162416695526372519913346248989900710715095383008707878464560148424881005492436992,18347988927920572092886567162416695526372519913346248989900710715095383008707878464560148424881005492436991,,False,
101,1000,359,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,1174271291386916613944740298394668513687841274454159935353645485766104512557304221731849499192384351515967488,1174271291386916613944740298394668513687841274454159935353645485766104512557304221731849499192384351515967487,,False,
101,1000,367,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,300613450595050653169853516389035139504087366260264943450533244356122755214669880763353471793250393988087676928,300613450595050653169853516389035139504087366260264943450533244356122755214669880763353471793250393988087676927,,False,
101,1000,373,2,4096,3.0,3,9,4096,10.0,left_prime_unresolved,3,candidate_work_limit,9,19239260838083241802870625048898248928261591440656956380834127638791856333738872368854622194768025215237611323392,19239260838083241802870625048898248928261591440656956380834127638791856333738872368854622194768025215237611323391,,False,
101,1000,379,2,4096,3.0,2,7,4096,10.0,left_prime_unresolved,2,candidate_work_limit,7,1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088,1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697087,,False,
101,1000,383,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408,19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153407,,False,
101,1000,389,2,4096,3.0,2,3,4096,10.0,left_prime_unresolved,2,candidate_work_limit,3,1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818112,1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818111,,False,
101,1000,397,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436672,322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436671,,False,
101,1000,401,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752,5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986751,,False,
101,1000,409,2,4096,3.0,2,3,4096,10.0,left_prime_unresolved,2,candidate_work_limit,3,1322111937580497197903830616065542079656809365928562438569297590548811582472622691650378420879430569695182424050046716608512,1322111937580497197903830616065542079656809365928562438569297590548811582472622691650378420879430569695182424050046716608511,,False,
101,1000,419,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116288,1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116287,,False,
101,1000,421,2,4096,3.0,2,3,4096,10.0,left_prime_unresolved,2,candidate_work_limit,3,5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465152,5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465151,,False,
101,1000,431,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,5545339388241629719156828368286167406872874150751633150340959161229242615611251246079948812208279156194782421922807143657948315648,5545339388241629719156828368286167406872874150751633150340959161229242615611251246079948812208279156194782421922807143657948315647,,False,
101,1000,433,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,22181357552966518876627313473144669627491496603006532601363836644916970462445004984319795248833116624779129687691228574631793262592,22181357552966518876627313473144669627491496603006532601363836644916970462445004984319795248833116624779129687691228574631793262591,,False,
101,1000,439,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,1419606883389857208104148062281258856159455782592418086487285545274686109596480318996466895925319463985864300012238628776434768805888,1419606883389857208104148062281258856159455782592418086487285545274686109596480318996466895925319463985864300012238628776434768805887,,False,
101,1000,443,2,4096,3.0,2,7,4096,10.0,left_prime_unresolved,2,candidate_work_limit,7,22713710134237715329666368996500141698551292521478689383796568724394977753543685103943470334805111423773828800195818060422956300894208,22713710134237715329666368996500141698551292521478689383796568724394977753543685103943470334805111423773828800195818060422956300894207,,False,
101,1000,449,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,1453677448591213781098647615776009068707282721374636120562980398361278576226795846652382101427527131121525043212532355867069203257229312,1453677448591213781098647615776009068707282721374636120562980398361278576226795846652382101427527131121525043212532355867069203257229311,,False,
101,1000,457,2,4096,3.0,2,3,4096,10.0,left_prime_unresolved,7,candidate_work_limit,21,372141426839350727961253789638658321589064376671906846864122981980487315514059736743009817965446945567110411062408283101969716033850703872,372141426839350727961253789638658321589064376671906846864122981980487315514059736743009817965446945567110411062408283101969716033850703871,,False,
101,1000,461,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,5954262829429611647380060634218533145425030026750509549825967711687797048224955787888157087447151129073766576998532529631515456541611261952,5954262829429611647380060634218533145425030026750509549825967711687797048224955787888157087447151129073766576998532529631515456541611261951,,False,
101,1000,463,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,23817051317718446589520242536874132581700120107002038199303870846751188192899823151552628349788604516295066307994130118526061826166445047808,23817051317718446589520242536874132581700120107002038199303870846751188192899823151552628349788604516295066307994130118526061826166445047807,,False,
101,1000,467,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,381072821083495145432323880589986121307201921712032611188861933548019011086397170424842053596617672260721060927906081896416989218663120764928,381072821083495145432323880589986121307201921712032611188861933548019011086397170424842053596617672260721060927906081896416989218663120764927,,False,
101,1000,479,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,1560874275157996115690798614896583152874299071332485575429578479812685869409882810060153051531745985579913465560703311447723987839644142653145088,1560874275157996115690798614896583152874299071332485575429578479812685869409882810060153051531745985579913465560703311447723987839644142653145087,,False,
101,1000,487,2,4096,3.0,2,7,4096,10.0,left_prime_unresolved,4,candidate_work_limit,15,399583814440447005616844445413525287135820562261116307309972090832047582568929999375399181192126972308457847183540047730617340886948900519205142528,399583814440447005616844445413525287135820562261116307309972090832047582568929999375399181192126972308457847183540047730617340886948900519205142527,,False,
101,1000,491,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,6393341031047152089869511126616404594173128996177860916959553453312761321102879990006386899074031556935325554936640763689877454191182408307282280448,6393341031047152089869511126616404594173128996177860916959553453312761321102879990006386899074031556935325554936640763689877454191182408307282280447,,False,
101,1000,499,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,1636695303948070935006594848413799576108321023021532394741645684048066898202337277441635046162952078575443342063780035504608628272942696526664263794688,1636695303948070935006594848413799576108321023021532394741645684048066898202337277441635046162952078575443342063780035504608628272942696526664263794687,,False,
101,1000,503,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,26187124863169134960105517574620793217733136368344518315866330944769070371237396439066160738607233257207093473020480568073738052367083144426628220715008,26187124863169134960105517574620793217733136368344518315866330944769070371237396439066160738607233257207093473020480568073738052367083144426628220715007,,False,
101,1000,509,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,1675975991242824637446753124775730765934920727574049172215445180465220503759193372100234287270862928461253982273310756356719235351493321243304206125760512,1675975991242824637446753124775730765934920727574049172215445180465220503759193372100234287270862928461253982273310756356719235351493321243304206125760511,,False,
101,1000,523,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,27459190640522438859927603196325572869077741200573221637577853836742172733590624208490238562645818219909185245565923432148487951998866575250296113164460228608,27459190640522438859927603196325572869077741200573221637577853836742172733590624208490238562645818219909185245565923432148487951998866575250296113164460228607,,False,
101,1000,541,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,7198262071269114212496861612297570974191515389283066612961208916178940129074380592510465097766225371439873457013633432197133225688790879502413624289384262168215552,7198262071269114212496861612297570974191515389283066612961208916178940129074380592510465097766225371439873457013633432197133225688790879502413624289384262168215551,,False,
101,1000,547,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,460688772561223309599799143187044542348256984914116263229517370635452168260760357920669766257038423772151901248872539660616526444082616288154471954520592778765795328,460688772561223309599799143187044542348256984914116263229517370635452168260760357920669766257038423772151901248872539660616526444082616288154471954520592778765795327,,False,
101,1000,557,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,471745303102692669030194322623533611364615152552055053547025787530703020299018606510765840647207345942683546878845480612471323078740599079070179281429087005456174415872,471745303102692669030194322623533611364615152552055053547025787530703020299018606510765840647207345942683546878845480612471323078740599079070179281429087005456174415871,,False,
101,1000,563,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,30191699398572330817932436647906151127335369763331523427009650401964993299137190816689013801421270140331747000246110759198164677039398341060491474011461568349195162615808,30191699398572330817932436647906151127335369763331523427009650401964993299137190816689013801421270140331747000246110759198164677039398341060491474011461568349195162615807,,False,
101,1000,569,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,1932268761508629172347675945465993672149463664853217499328617625725759571144780212268096883290961288981231808015751088588682539330521493827871454336733540374348490407411712,1932268761508629172347675945465993672149463664853217499328617625725759571144780212268096883290961288981231808015751088588682539330521493827871454336733540374348490407411711,,False,
101,1000,571,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,7729075046034516689390703781863974688597854659412869997314470502903038284579120849072387533163845155924927232063004354354730157322085975311485817346934161497393961629646848,7729075046034516689390703781863974688597854659412869997314470502903038284579120849072387533163845155924927232063004354354730157322085975311485817346934161497393961629646847,,False,
101,1000,577,2,4096,3.0,2,3,4096,10.0,left_prime_unresolved,2,candidate_work_limit,3,494660802946209068121005042039294380070262698202423679828126112185794450213063734340632802122486089979195342852032278678702730068613502419935092310203786335833213544297398272,494660802946209068121005042039294380070262698202423679828126112185794450213063734340632802122486089979195342852032278678702730068613502419935092310203786335833213544297398271,,False,
101,1000,587,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,506532662216918085755909163048237445191949002959281848144001138878253517018177263964807989373425756138696031080481053366991595590260226478013534525648677207893210669360535830528,506532662216918085755909163048237445191949002959281848144001138878253517018177263964807989373425756138696031080481053366991595590260226478013534525648677207893210669360535830527,,False,
101,1000,593,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,32418090381882757488378186435087196492284736189394038281216072888208225089163344893747711319899248392876545989150787415487462117776654494592866209641515341305165482839074293153792,32418090381882757488378186435087196492284736189394038281216072888208225089163344893747711319899248392876545989150787415487462117776654494592866209641515341305165482839074293153791,,False,
101,1000,599,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,2074757784440496479256203931845580575506223116121218449997828664845326405706454073199853524473551897144098943305650394591197575537705887653943437417056981843530590901700754761842688,2074757784440496479256203931845580575506223116121218449997828664845326405706454073199853524473551897144098943305650394591197575537705887653943437417056981843530590901700754761842687,,False,
101,1000,601,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,8299031137761985917024815727382322302024892464484873799991314659381305622825816292799414097894207588576395773222601578364790302150823550615773749668227927374122363606803019047370752,8299031137761985917024815727382322302024892464484873799991314659381305622825816292799414097894207588576395773222601578364790302150823550615773749668227927374122363606803019047370751,,False,
101,1000,613,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,33992831540273094316133645219357992149093959534530043084764424844825827831094543535306400144974674282808917087119776064982181077609773263322209278641061590524405201333465166018030600192,33992831540273094316133645219357992149093959534530043084764424844825827831094543535306400144974674282808917087119776064982181077609773263322209278641061590524405201333465166018030600191,,False,
101,1000,617,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,543885304644369509058138323509727874385503352552480689356230797517213245297512696564902402319594788524942673393916417039714897241756372213155348458256985448390483221335442656288489603072,543885304644369509058138323509727874385503352552480689356230797517213245297512696564902402319594788524942673393916417039714897241756372213155348458256985448390483221335442656288489603071,,False,
101,1000,619,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,2175541218577478036232553294038911497542013410209922757424923190068852981190050786259609609278379154099770693575665668158859588967025488852621393833027941793561932885341770625153958412288,2175541218577478036232553294038911497542013410209922757424923190068852981190050786259609609278379154099770693575665668158859588967025488852621393833027941793561932885341770625153958412287,,False,
101,1000,631,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,8911016831293350036408538292383381493932086928219843614412485386522021810954448020519360959604241015192660760885926576778688876408936402340337229140082449586429677098359892480630613656731648,8911016831293350036408538292383381493932086928219843614412485386522021810954448020519360959604241015192660760885926576778688876408936402340337229140082449586429677098359892480630613656731647,,False,
101,1000,641,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,9124881235244390437282343211400582649786457014497119861158385035798550334417354773011825622634742799557284619147188814621377409442750875996505322639444428376503989348720529900165748384493207552,9124881235244390437282343211400582649786457014497119861158385035798550334417354773011825622634742799557284619147188814621377409442750875996505322639444428376503989348720529900165748384493207551,,False,
101,1000,643,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,36499524940977561749129372845602330599145828057988479444633540143194201337669419092047302490538971198229138476588755258485509637771003503986021290557777713506015957394882119600662993537972830208,36499524940977561749129372845602330599145828057988479444633540143194201337669419092047302490538971198229138476588755258485509637771003503986021290557777713506015957394882119600662993537972830207,,False,
101,1000,647,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,583992399055640987986069965529637289586333248927815671114136642291107221402710705472756839848623539171666215625420084135768154204336056063776340648924443416096255318318113913610607896607565283328,583992399055640987986069965529637289586333248927815671114136642291107221402710705472756839848623539171666215625420084135768154204336056063776340648924443416096255318318113913610607896607565283327,,False,
101,1000,653,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,37375513539561023231108477793896786533525327931380202951304745106630862169773485150256437750311906506986637800026885384689161869077507588081685801531164378630160340372359290471078905382884178132992,37375513539561023231108477793896786533525327931380202951304745106630862169773485150256437750311906506986637800026885384689161869077507588081685801531164378630160340372359290471078905382884178132991,,False,
101,1000,659,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,2392032866531905486790942578809394338145620987608332988883503686824375178865503049616412016019962016447144819201720664620106359620960485637227891297994520232330261783830994590149049944504587400511488,2392032866531905486790942578809394338145620987608332988883503686824375178865503049616412016019962016447144819201720664620106359620960485637227891297994520232330261783830994590149049944504587400511487,,False,
101,1000,661,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,9568131466127621947163770315237577352582483950433331955534014747297500715462012198465648064079848065788579276806882658480425438483841942548911565191978080929321047135323978360596199778018349602045952,9568131466127621947163770315237577352582483950433331955534014747297500715462012198465648064079848065788579276806882658480425438483841942548911565191978080929321047135323978360596199778018349602045951,,False,
101,1000,673,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,39191066485258739495582803211213116836177854260974927689867324404930562930532401964915294470471057677470020717800991369135822596029816596680341771026342219486499009066287015365002034290763159969980219392,39191066485258739495582803211213116836177854260974927689867324404930562930532401964915294470471057677470020717800991369135822596029816596680341771026342219486499009066287015365002034290763159969980219391,,False,
101,1000,677,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,627057063764139831929324851379409869378845668175598843037877190478889006888518431438644711527536922839520331484815861906173161536477065546885468336421475511783984145060592245840032548652210559519683510272,627057063764139831929324851379409869378845668175598843037877190478889006888518431438644711527536922839520331484815861906173161536477065546885468336421475511783984145060592245840032548652210559519683510271,,False,
101,1000,683,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,40131652080904949243476790488282231640246122763238325954424140190648896440865179612073261537762363061729301215028215161995082338334532195000669973530974432754174985283877903733762083113741475809259744657408,40131652080904949243476790488282231640246122763238325954424140190648896440865179612073261537762363061729301215028215161995082338334532195000669973530974432754174985283877903733762083113741475809259744657407,,False,
101,1000,691,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,10273702932711667006330058365000251299903007427389011444332579888806117488861485980690754953667164943802701111047223081470741078613640241920171513223929454785068796232672743355843093277117817807170494632296448,10273702932711667006330058365000251299903007427389011444332579888806117488861485980690754953667164943802701111047223081470741078613640241920171513223929454785068796232672743355843093277117817807170494632296447,,False,
101,1000,701,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,10520271803096747014481979765760257331100679605646347718996561806137464308594161644227333072555176902453965937712356435426038864500367607726255629541303761699910447342256889196383327515768645434542586503471562752,10520271803096747014481979765760257331100679605646347718996561806137464308594161644227333072555176902453965937712356435426038864500367607726255629541303761699910447342256889196383327515768645434542586503471562751,,False,
101,1000,709,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,2693189581592767235707386820034625876761773979045465016063119822371190863000105380922197266574125287028215280054363247469065949312094107577921441162573762995177074519617763634274131844036773231242902144888720064512,2693189581592767235707386820034625876761773979045465016063119822371190863000105380922197266574125287028215280054363247469065949312094107577921441162573762995177074519617763634274131844036773231242902144888720064511,,False,
101,1000,719,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,2757826131550993649364364103715456897804056554542556176448634698108099443712107910064330000971904293916892446775667965408323532095584366159791555750475533307061324308088589961496711008293655788792731796366049346060288,2757826131550993649364364103715456897804056554542556176448634698108099443712107910064330000971904293916892446775667965408323532095584366159791555750475533307061324308088589961496711008293655788792731796366049346060287,,False,
101,1000,727,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,706003489677054374237277210551156965837838477962894381170850482715673457590299624976468480248807499242724466374570999144530824216469597736906638272121736526607699022870679030143158018123175881930939339869708632591433728,706003489677054374237277210551156965837838477962894381170850482715673457590299624976468480248807499242724466374570999144530824216469597736906638272121736526607699022870679030143158018123175881930939339869708632591433727,,False,
101,1000,733,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,45184223339331479951185741475274045813621662589625240394934430893803101285779175998493982735923679951534365847972543945249972749854054255162024849415791137702892737463723457929162113159883256443580117751661352485851758592,45184223339331479951185741475274045813621662589625240394934430893803101285779175998493982735923679951534365847972543945249972749854054255162024849415791137702892737463723457929162113159883256443580117751661352485851758591,,False,
101,1000,739,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,2891790293717214716875887454417538932071786405736015385275803577203398482289867263903614895099115516898199414270242812495998255990659472330369590362610632812985135197678301307466375242232528412389127536106326559094512549888,2891790293717214716875887454417538932071786405736015385275803577203398482289867263903614895099115516898199414270242812495998255990659472330369590362610632812985135197678301307466375242232528412389127536106326559094512549887,,False,
101,1000,743,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,46268644699475435470014199270680622913148582491776246164412857235254375716637876222457838321585848270371190628323884999935972095850551557285913445801770125007762163162852820919462003875720454598226040577701224945512200798208,46268644699475435470014199270680622913148582491776246164412857235254375716637876222457838321585848270371190628323884999935972095850551557285913445801770125007762163162852820919462003875720454598226040577701224945512200798207,,False,
101,1000,751,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,11844773043065711480323635013294239465766037117894719018089691452225120183459296312949206610325977157215024800850914559983608856537741198665193842125253152001987113769690322155382272992184436377145866387891513586051123404341248,11844773043065711480323635013294239465766037117894719018089691452225120183459296312949206610325977157215024800850914559983608856537741198665193842125253152001987113769690322155382272992184436377145866387891513586051123404341247,,False,
101,1000,757,2,4096,3.0,1,1,4096,10.0,left_prime_unresolved,1,candidate_work_limit,1,758065474756205534740712640850831325809026375545262017157740252942407691741394964028749223060862538061761587254458531838950966818415436714572405896016201728127175281260180617944465471499803928137335448825056869507271897877839872,758065474756205534740712640850831325809026375545262017157740252942407691741394964028749223060862538061761587254458531838950966818415436714572405896016201728127175281260180617944465471499803928137335448825056869507271897877839871,,False,
