q,q_mod30,w,tau_w,candidate,candidate_mod30,status,endpoint_class,tau_candidate,endpoint_fixed_point,endpoint_family,factor_signature,least_factor,least_factor_mod30,cofactor,cofactor_mod30,cofactor_tau,cofactor_family,reduced_obstruction_family,low_complexity_cofactor_obstruction,higher_cofactor_obstruction,second_factor,second_factor_mod30,second_remainder,second_remainder_mod30,second_remainder_tau,second_remainder_family,second_strip_family,second_strip_low_complexity_remainder,third_factor,third_factor_mod30,third_remainder,third_remainder_mod30,third_remainder_tau,third_remainder_family,third_strip_family,third_strip_low_complexity_remainder,third_strip_prime_power_tail
111521,11,111522,8,111523,13,excluded,composite_obstruction,4,False,semiprime_distinct,229*487,229,19,487,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111539,29,111540,72,111541,1,excluded,composite_obstruction,4,False,semiprime_distinct,71*1571,71,11,1571,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111581,11,111582,12,111583,13,excluded,composite_obstruction,4,False,semiprime_distinct,241*463,241,1,463,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111599,29,111600,90,111601,1,excluded,composite_obstruction,8,False,multi_prime_family,7*107*149,7,7,15943,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111611,11,111612,24,111613,13,excluded,composite_obstruction,4,False,semiprime_distinct,239*467,239,29,467,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111641,11,111642,16,111643,13,excluded,composite_obstruction,8,False,multi_prime_family,7*41*389,7,7,15949,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111659,29,111660,24,111661,1,excluded,composite_obstruction,4,False,semiprime_distinct,11*10151,11,11,10151,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111731,11,111732,12,111733,13,unresolved,prime_closure,2,True,fixed_point,111733,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111767,17,111768,16,111769,19,excluded,composite_obstruction,6,False,two_prime_power_family,7^2*2281,7,7,15967,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111779,29,111780,72,111781,1,unresolved,prime_closure,2,True,fixed_point,111781,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111791,11,111792,40,111793,13,excluded,composite_obstruction,4,False,semiprime_distinct,11*10163,11,11,10163,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111821,11,111822,8,111823,13,excluded,composite_obstruction,4,False,semiprime_distinct,67*1669,67,7,1669,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111827,17,111828,12,111829,19,unresolved,prime_closure,2,True,fixed_point,111829,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111857,17,111858,16,111859,19,excluded,composite_obstruction,4,False,semiprime_distinct,11*10169,11,11,10169,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111869,29,111870,48,111871,1,unresolved,prime_closure,2,True,fixed_point,111871,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111959,29,111960,48,111961,1,excluded,composite_obstruction,4,False,semiprime_distinct,103*1087,103,13,1087,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
111977,17,111978,12,111979,19,excluded,composite_obstruction,8,False,multi_prime_family,7*17*941,7,7,15997,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112019,29,112020,24,112021,1,excluded,composite_obstruction,8,False,multi_prime_family,7*13*1231,7,7,16003,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112031,11,112032,36,112033,13,excluded,composite_obstruction,4,False,semiprime_distinct,23*4871,23,23,4871,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112061,11,112062,16,112063,13,excluded,composite_obstruction,6,False,two_prime_power_family,7^2*2287,7,7,16009,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112067,17,112068,36,112069,19,unresolved,prime_closure,2,True,fixed_point,112069,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112097,17,112098,32,112099,19,excluded,composite_obstruction,4,False,semiprime_distinct,13*8623,13,13,8623,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112121,11,112122,12,112123,13,excluded,composite_obstruction,4,False,semiprime_distinct,11*10193,11,11,10193,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112139,29,112140,72,112141,1,excluded,composite_obstruction,4,False,semiprime_distinct,127*883,127,7,883,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112181,11,112182,16,112183,13,excluded,composite_obstruction,4,False,semiprime_distinct,17*6599,17,17,6599,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112199,29,112200,96,112201,1,excluded,composite_obstruction,8,False,multi_prime_family,29*53*73,29,29,3869,29,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112241,11,112242,16,112243,13,excluded,composite_obstruction,4,False,semiprime_distinct,107*1049,107,17,1049,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112247,17,112248,24,112249,19,unresolved,prime_closure,2,True,fixed_point,112249,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112289,29,112290,32,112291,1,unresolved,prime_closure,2,True,fixed_point,112291,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112331,11,112332,48,112333,13,excluded,composite_obstruction,4,False,semiprime_distinct,13*8641,13,13,8641,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112337,17,112338,18,112339,19,unresolved,prime_closure,2,True,fixed_point,112339,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112349,29,112350,48,112351,1,excluded,composite_obstruction,4,False,semiprime_distinct,283*397,283,13,397,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112361,11,112362,16,112363,13,unresolved,prime_closure,2,True,fixed_point,112363,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112397,17,112398,32,112399,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*16057,7,7,16057,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112481,11,112482,16,112483,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*16069,7,7,16069,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112559,29,112560,80,112561,1,excluded,composite_obstruction,4,False,semiprime_distinct,31*3631,31,1,3631,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112571,11,112572,36,112573,13,unresolved,prime_closure,2,True,fixed_point,112573,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112577,17,112578,16,112579,19,excluded,composite_obstruction,4,False,semiprime_distinct,103*1093,103,13,1093,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112589,29,112590,40,112591,1,excluded,composite_obstruction,8,False,multi_prime_family,17*37*179,17,17,6623,23,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112601,11,112602,24,112603,13,unresolved,prime_closure,2,True,fixed_point,112603,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112691,11,112692,12,112693,13,excluded,composite_obstruction,8,False,multi_prime_family,7*17*947,7,7,16099,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112757,17,112758,8,112759,19,unresolved,prime_closure,2,True,fixed_point,112759,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112787,17,112788,36,112789,19,excluded,composite_obstruction,6,False,two_prime_power_family,43^2*61,43,13,2623,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112799,29,112800,72,112801,1,excluded,composite_obstruction,4,False,semiprime_distinct,13*8677,13,13,8677,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112859,29,112860,96,112861,1,excluded,composite_obstruction,8,False,multi_prime_family,7*23*701,7,7,16123,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112877,17,112878,12,112879,19,excluded,composite_obstruction,8,False,multi_prime_family,13*19*457,13,13,8683,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112901,11,112902,16,112903,13,excluded,composite_obstruction,6,False,two_prime_power_family,7*127^2,7,7,16129,19,3,prime_square,least_factor_times_higher_cofactor,False,True,127,7,127,7,2,fixed_point,second_factor_times_fixed_point_remainder,True,,,,,,,not_third_stripped,False,False
112919,29,112920,32,112921,1,unresolved,prime_closure,2,True,fixed_point,112921,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112967,17,112968,32,112969,19,excluded,composite_obstruction,4,False,semiprime_distinct,173*653,173,23,653,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112979,29,112980,48,112981,1,excluded,composite_obstruction,4,False,semiprime_distinct,11*10271,11,11,10271,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
112997,17,112998,16,112999,19,excluded,composite_obstruction,8,False,two_prime_power_family,17^3*23,17,17,6647,17,6,two_prime_power_family,least_factor_times_higher_cofactor,False,True,17,17,391,1,4,semiprime_distinct,second_factor_times_semiprime_remainder,True,,,,,,,not_third_stripped,False,False
113021,11,113022,64,113023,13,unresolved,prime_closure,2,True,fixed_point,113023,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113027,17,113028,12,113029,19,excluded,composite_obstruction,8,False,multi_prime_family,7*67*241,7,7,16147,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113039,29,113040,60,113041,1,unresolved,prime_closure,2,True,fixed_point,113041,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113051,11,113052,12,113053,13,excluded,composite_obstruction,4,False,semiprime_distinct,131*863,131,11,863,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113081,11,113082,16,113083,13,unresolved,prime_closure,2,True,fixed_point,113083,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113111,11,113112,24,113113,13,excluded,composite_obstruction,16,False,multi_prime_family,7*11*13*113,7,7,16159,19,8,multi_prime_family,least_factor_times_higher_cofactor,False,True,11,11,1469,29,4,semiprime_distinct,second_factor_times_semiprime_remainder,True,,,,,,,not_third_stripped,False,False
113117,17,113118,16,113119,19,excluded,composite_obstruction,8,False,multi_prime_family,31*41*89,31,1,3649,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113147,17,113148,36,113149,19,unresolved,prime_closure,2,True,fixed_point,113149,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113159,29,113160,64,113161,1,unresolved,prime_closure,2,True,fixed_point,113161,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113171,11,113172,12,113173,13,unresolved,prime_closure,2,True,fixed_point,113173,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113177,17,113178,16,113179,19,excluded,composite_obstruction,4,False,semiprime_distinct,11*10289,11,11,10289,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113189,29,113190,64,113191,1,excluded,composite_obstruction,4,False,semiprime_distinct,13*8707,13,13,8707,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113279,29,113280,64,113281,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*16183,7,7,16183,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113327,17,113328,30,113329,19,unresolved,prime_closure,2,True,fixed_point,113329,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113357,17,113358,16,113359,19,unresolved,prime_closure,2,True,fixed_point,113359,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113381,11,113382,12,113383,13,unresolved,prime_closure,2,True,fixed_point,113383,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113417,17,113418,12,113419,19,excluded,composite_obstruction,4,False,semiprime_distinct,29*3911,29,29,3911,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113489,29,113490,48,113491,1,excluded,composite_obstruction,8,False,multi_prime_family,7*31*523,7,7,16213,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113501,11,113502,8,113503,13,excluded,composite_obstruction,4,False,semiprime_distinct,13*8731,13,13,8731,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113537,17,113538,16,113539,19,unresolved,prime_closure,2,True,fixed_point,113539,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113567,17,113568,72,113569,19,excluded,composite_obstruction,3,False,prime_square,337^2,337,7,337,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113591,11,113592,16,113593,13,excluded,composite_obstruction,4,False,semiprime_distinct,29*3917,29,29,3917,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113621,11,113622,16,113623,13,unresolved,prime_closure,2,True,fixed_point,113623,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113657,17,113658,16,113659,19,excluded,composite_obstruction,8,False,multi_prime_family,7*13*1249,7,7,16237,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113717,17,113718,16,113719,19,unresolved,prime_closure,2,True,fixed_point,113719,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113759,29,113760,72,113761,1,unresolved,prime_closure,2,True,fixed_point,113761,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113777,17,113778,48,113779,19,unresolved,prime_closure,2,True,fixed_point,113779,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113819,29,113820,48,113821,1,excluded,composite_obstruction,4,False,semiprime_distinct,43*2647,43,13,2647,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113837,17,113838,8,113839,19,excluded,composite_obstruction,8,False,multi_prime_family,11*79*131,11,11,10349,29,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113891,11,113892,12,113893,13,excluded,composite_obstruction,4,False,semiprime_distinct,13*8761,13,13,8761,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113909,29,113910,16,113911,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*16273,7,7,16273,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113921,11,113922,12,113923,13,excluded,composite_obstruction,4,False,semiprime_distinct,37*3079,37,7,3079,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113957,17,113958,24,113959,19,excluded,composite_obstruction,4,False,semiprime_distinct,83*1373,83,23,1373,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
113969,29,113970,32,113971,1,excluded,composite_obstruction,8,False,multi_prime_family,11*13*797,11,11,10361,11,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114041,11,114042,16,114043,13,unresolved,prime_closure,2,True,fixed_point,114043,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114077,17,114078,8,114079,19,excluded,composite_obstruction,8,False,multi_prime_family,7*43*379,7,7,16297,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114089,29,114090,16,114091,1,excluded,composite_obstruction,4,False,semiprime_distinct,271*421,271,1,421,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114161,11,114162,16,114163,13,excluded,composite_obstruction,8,False,multi_prime_family,7*47*347,7,7,16309,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114167,17,114168,32,114169,19,excluded,composite_obstruction,8,False,multi_prime_family,11*97*107,11,11,10379,29,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114197,17,114198,16,114199,19,unresolved,prime_closure,2,True,fixed_point,114199,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114221,11,114222,8,114223,13,excluded,composite_obstruction,4,False,semiprime_distinct,17*6719,17,17,6719,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114269,29,114270,32,114271,1,excluded,composite_obstruction,4,False,semiprime_distinct,229*499,229,19,499,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114281,11,114282,24,114283,13,excluded,composite_obstruction,8,False,multi_prime_family,13*59*149,13,13,8791,1,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114299,29,114300,54,114301,1,excluded,composite_obstruction,4,False,semiprime_distinct,11*10391,11,11,10391,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114311,11,114312,32,114313,13,excluded,composite_obstruction,4,False,semiprime_distinct,79*1447,79,19,1447,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114329,29,114330,32,114331,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*16333,7,7,16333,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114371,11,114372,30,114373,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*16339,7,7,16339,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114377,17,114378,16,114379,19,excluded,composite_obstruction,4,False,semiprime_distinct,23*4973,23,23,4973,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114407,17,114408,48,114409,19,excluded,composite_obstruction,4,False,semiprime_distinct,191*599,191,11,599,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114419,29,114420,24,114421,1,excluded,composite_obstruction,4,False,semiprime_distinct,31*3691,31,1,3691,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114467,17,114468,12,114469,19,excluded,composite_obstruction,4,False,semiprime_distinct,113*1013,113,23,1013,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114479,29,114480,80,114481,1,excluded,composite_obstruction,4,False,semiprime_distinct,239*479,239,29,479,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114599,29,114600,48,114601,1,unresolved,prime_closure,2,True,fixed_point,114601,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114617,17,114618,16,114619,19,excluded,composite_obstruction,4,False,semiprime_distinct,61*1879,61,1,1879,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114641,11,114642,32,114643,13,unresolved,prime_closure,2,True,fixed_point,114643,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114659,29,114660,108,114661,1,unresolved,prime_closure,2,True,fixed_point,114661,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114671,11,114672,20,114673,13,excluded,composite_obstruction,4,False,semiprime_distinct,13*8821,13,13,8821,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114689,29,114690,16,114691,1,unresolved,prime_closure,2,True,fixed_point,114691,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114749,29,114750,64,114751,1,excluded,composite_obstruction,12,False,multi_prime_family,7*13^2*97,7,7,16393,13,6,two_prime_power_family,least_factor_times_higher_cofactor,False,True,13,13,1261,1,4,semiprime_distinct,second_factor_times_semiprime_remainder,True,,,,,,,not_third_stripped,False,False
114761,11,114762,16,114763,13,excluded,composite_obstruction,4,False,semiprime_distinct,11*10433,11,11,10433,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114797,17,114798,24,114799,19,unresolved,prime_closure,2,True,fixed_point,114799,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114809,29,114810,32,114811,1,excluded,composite_obstruction,8,False,multi_prime_family,29*37*107,29,29,3959,29,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
114827,17,114828,24,114829,19,excluded,composite_obstruction,12,False,multi_prime_family,11^2*13*73,11,11,10439,29,8,multi_prime_family,least_factor_times_higher_cofactor,False,True,11,11,949,19,4,semiprime_distinct,second_factor_times_semiprime_remainder,True,,,,,,,not_third_stripped,False,False
114941,11,114942,8,114943,13,excluded,composite_obstruction,4,False,semiprime_distinct,137*839,137,17,839,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115001,11,115002,12,115003,13,excluded,composite_obstruction,6,False,two_prime_power_family,7^2*2347,7,7,16429,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115019,29,115020,60,115021,1,unresolved,prime_closure,2,True,fixed_point,115021,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115061,11,115062,16,115063,13,excluded,composite_obstruction,8,False,multi_prime_family,13*53*167,13,13,8851,1,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115067,17,115068,24,115069,19,excluded,composite_obstruction,4,False,semiprime_distinct,23*5003,23,23,5003,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115079,29,115080,64,115081,1,excluded,composite_obstruction,4,False,semiprime_distinct,157*733,157,7,733,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115127,17,115128,64,115129,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*16447,7,7,16447,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115151,11,115152,20,115153,13,unresolved,prime_closure,2,True,fixed_point,115153,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
