a,square,endpoint_offsets,component_word,s4,slack_4a,slack_2a,utilization_4a,utilization_2a,half_wall_status,fixed_256_status,a_mod_30
79133,6262031689,28|42|82|118,28|14|40|36,118,316414,158148,0.000372790113,0.000745580226,pass,pass,23
79139,6262981321,10|16|48|130,10|6|32|82,130,316426,158148,0.000410669834,0.000821339668,pass,pass,29
79147,6264247609,48|70|90|112,48|22|20|22,112,316476,158182,0.000353772095,0.00070754419,pass,pass,7
79151,6264880801,6|18|40|58,6|12|22|18,58,316546,158244,0.000183194148,0.000366388296,pass,pass,11
79153,6265197409,34|52|58|100,34|18|6|42,100,316512,158206,0.000315843998,0.000631687997,pass,pass,13
79159,6266147281,6|16|28|42,6|10|12|14,42,316594,158276,0.000132644425,0.000265288849,pass,pass,19
79181,6269630761,10|66|70|102,10|56|4|32,102,316622,158260,0.000322046956,0.000644093911,pass,pass,11
79187,6270580969,4|22|64|78,4|18|42|14,78,316670,158296,0.000246252541,0.000492505083,pass,pass,17
79193,6271531249,34|48|58|78,34|14|10|20,78,316694,158308,0.000246233884,0.000492467769,pass,pass,23
79201,6272798401,16|48|60|160,16|32|12|100,160,316644,158242,0.000505044128,0.001010088256,pass,pass,1
79229,6277234441,46|52|88|100,46|6|36|12,100,316816,158358,0.000315541027,0.000631082053,pass,pass,29
79231,6277551361,12|22|70|120,12|10|48|50,120,316804,158342,0.000378639674,0.000757279348,pass,pass,1
79241,6279136081,28|58|72|100,28|30|14|28,100,316864,158382,0.000315493242,0.000630986484,pass,pass,11
79259,6281989081,18|30|42|70,18|12|12|28,70,316966,158448,0.000220795115,0.00044159023,pass,pass,29
79273,6284208529,4|60|130|154,4|56|70|24,154,316938,158392,0.000485663467,0.000971326934,pass,pass,13
79279,6285159841,16|22|52|76,16|6|30|24,76,317040,158482,0.000239659935,0.00047931987,pass,pass,19
79283,6285794089,18|24|102|108,18|6|78|6,108,317024,158458,0.000340552199,0.000681104398,pass,pass,23
79301,6288648601,6|16|28|76,6|10|12|48,76,317128,158526,0.000239593448,0.000479186895,pass,pass,11
79309,6289917481,16|28|40|42,16|12|12|2,42,317194,158576,0.000132393549,0.000264787099,pass,pass,19
79319,6291503761,12|36|48|102,12|24|12|54,102,317174,158536,0.000321486655,0.00064297331,pass,pass,29
79333,6293724889,28|40|58|84,28|12|18|26,84,317248,158582,0.000264706995,0.000529413989,pass,pass,13
79337,6294359569,4|24|54|70,4|20|30|16,70,317278,158604,0.000220578041,0.000441156081,pass,pass,17
79349,6296263801,6|10|48|60,6|4|38|12,60,317336,158638,0.000189038299,0.000378076598,pass,pass,29
79357,6297533449,4|12|48|58,4|8|36|10,58,317370,158656,0.000182718601,0.000365437202,pass,pass,7
79367,6299120689,12|24|28|52,12|12|4|24,52,317416,158682,0.000163796036,0.000327592072,pass,pass,17
79379,6301025641,72|88|108|120,72|16|20|12,120,317396,158638,0.00037793371,0.000755867421,pass,pass,29
79393,6303248449,10|18|40|78,10|8|22|38,78,317494,158708,0.000245613593,0.000491227186,pass,pass,13
79397,6303883609,34|64|78|118,34|30|14|40,118,317470,158676,0.000371550562,0.000743101125,pass,pass,17
79399,6304201201,16|22|36|46,16|6|14|10,46,317550,158752,0.000144838096,0.000289676192,pass,pass,19
79411,6306106921,66|112|126|132,66|46|14|6,132,317512,158690,0.000415559557,0.000831119114,pass,pass,1
79423,6308012929,18|28|58|130,18|10|30|72,130,317562,158716,0.000409201365,0.00081840273,pass,pass,13
79427,6308648329,12|18|34|60,12|6|16|26,60,317648,158794,0.000188852657,0.000377705314,pass,pass,17
79433,6309601489,10|24|60|64,10|14|36|4,64,317668,158802,0.000201427618,0.000402855236,pass,pass,23
79451,6312461401,10|16|22|52,10|6|6|30,52,317752,158850,0.000163622862,0.000327245724,pass,pass,11
79481,6317229361,16|58|72|88,16|42|14|16,88,317836,158874,0.000276795712,0.000553591424,pass,pass,11
79493,6319137049,60|78|88|108,60|18|10|20,108,317864,158878,0.000339652548,0.000679305096,pass,pass,23
79531,6325179961,52|72|78|102,52|20|6|24,102,318022,158960,0.000320629692,0.000641259383,pass,pass,1
79537,6326134369,24|42|84|112,24|18|42|28,112,318036,158962,0.000352037417,0.000704074833,pass,pass,7
79549,6328043401,30|40|58|96,30|10|18|38,96,318100,159002,0.000301700838,0.000603401677,pass,pass,19
79559,6329634481,18|22|52|102,18|4|30|50,102,318134,159016,0.000320516849,0.000641033698,pass,pass,29
79561,6329952721,22|58|60|70,22|36|2|10,70,318174,159052,0.000219957014,0.000439914028,pass,pass,1
79579,6332817241,76|88|90|100,76|12|2|10,100,318216,159058,0.000314153231,0.000628306463,pass,pass,19
79589,6334408921,36|58|66|136,36|22|8|70,136,318220,159042,0.000427194713,0.000854389426,pass,pass,29
79601,6336319201,16|46|72|120,16|30|26|48,120,318284,159082,0.000376879687,0.000753759375,pass,pass,11
79609,6337592881,46|48|58|78,46|2|10|20,78,318358,159140,0.000244947179,0.000489894359,pass,pass,19
79613,6338229769,40|70|72|78,40|30|2|6,78,318374,159148,0.000244934872,0.000489869745,pass,pass,23
79621,6339503641,30|58|72|78,30|28|14|6,78,318406,159164,0.000244910262,0.000489820525,pass,pass,1
79627,6340459129,58|64|88|132,58|6|24|44,132,318376,159122,0.000414432291,0.000828864581,pass,pass,7
79631,6341096161,10|12|28|58,10|2|16|30,58,318466,159204,0.00018208989,0.000364179779,pass,pass,11
79633,6341414689,4|102|190|208,4|98|88|18,208,318324,159058,0.000652995617,0.001305991235,pass,pass,13
79657,6345237649,24|78|84|112,24|54|6|28,112,318516,159202,0.000351507087,0.000703014173,pass,pass,7
79669,6347149561,12|18|42|58,12|6|24|16,58,318618,159280,0.000182003038,0.000364006075,pass,pass,19
79687,6350017969,10|12|70|78,10|2|58|8,78,318670,159296,0.000244707418,0.000489414836,pass,pass,7
79691,6350655481,16|18|22|48,16|2|4|26,48,318716,159334,0.000150581622,0.000301163243,pass,pass,11
79693,6350974249,34|48|72|78,34|14|24|6,78,318694,159308,0.000244688994,0.000489377988,pass,pass,13
79697,6351611809,28|64|82|90,28|36|18|8,90,318698,159304,0.000282319284,0.000564638569,pass,pass,17
79699,6351930601,60|100|130|132,60|40|30|2,132,318664,159266,0.000414057893,0.000828115786,pass,pass,19
79757,6361179049,30|54|58|64,30|24|4|6,64,318964,159450,0.000200609351,0.000401218702,pass,pass,17
79769,6363093361,6|18|42|48,6|12|24|6,48,319028,159490,0.000150434379,0.000300868759,pass,pass,29
79777,6364369729,4|82|90|132,4|78|8|42,132,318976,159422,0.000413653058,0.000827306116,pass,pass,7
79801,6368199601,12|52|102|112,12|40|50|10,112,319092,159490,0.000350872796,0.000701745592,pass,pass,1
79811,6369795721,28|46|48|66,28|18|2|18,66,319178,159556,0.00020673842,0.000413476839,pass,pass,11
79813,6370114969,10|52|72|84,10|42|20|12,84,319168,159542,0.000263115031,0.000526230063,pass,pass,13
79817,6370753489,22|42|70|88,22|20|28|18,88,319180,159546,0.000275630505,0.00055126101,pass,pass,17
79823,6371711329,70|124|172|184,70|54|48|12,184,319108,159462,0.000576275008,0.001152550017,pass,pass,23
79829,6372669241,16|22|28|60,16|6|6|32,60,319256,159598,0.00018790164,0.00037580328,pass,pass,29
79841,6374585281,18|22|60|78,18|4|38|18,78,319286,159604,0.000244235418,0.000488470836,pass,pass,11
79843,6374904649,40|58|144|148,40|18|86|4,148,319224,159538,0.000463409441,0.000926818882,pass,pass,13
79847,6375543409,4|22|78|100,4|18|56|22,100,319288,159594,0.000313098801,0.000626197603,pass,pass,17
79861,6377779321,16|18|28|36,16|2|10|8,36,319408,159686,0.000112695809,0.000225391618,pass,pass,1
79867,6378737689,4|18|24|64,4|14|6|40,64,319404,159670,0.000200333054,0.000400666107,pass,pass,7
79873,6379696129,4|24|58|60,4|20|34|2,60,319432,159686,0.00018779813,0.000375596259,pass,pass,13
79889,6382252321,30|48|90|96,30|18|42|6,96,319460,159682,0.000300416828,0.000600833657,pass,pass,29
79901,6384169801,6|10|60|88,6|4|50|28,88,319516,159714,0.000275340734,0.000550681468,pass,pass,11
79903,6384489409,4|18|30|64,4|14|12|34,64,319548,159742,0.000200242794,0.000400485589,pass,pass,13
79907,6385128649,12|22|48|58,12|10|26|10,58,319570,159756,0.000181460948,0.000362921897,pass,pass,17
79939,6390243721,12|28|42|52,12|16|14|10,52,319704,159826,0.000162624001,0.000325248002,pass,pass,19
79943,6390883249,28|34|102|108,28|6|68|6,108,319664,159778,0.00033774064,0.00067548128,pass,pass,23
79967,6394721089,4|28|40|64,4|24|12|24,64,319804,159870,0.000200082534,0.000400165068,pass,pass,17
79973,6395680729,18|48|54|78,18|30|6|24,78,319814,159868,0.000243832293,0.000487664587,pass,pass,23
79979,6396640441,6|16|148|162,6|10|132|14,162,319754,159796,0.000506382926,0.001012765851,pass,pass,29
79987,6397920169,12|18|34|54,12|6|16|20,54,319894,159920,0.000168777426,0.000337554853,pass,pass,7
79997,6399520009,4|18|22|58,4|14|4|36,58,319930,159936,0.000181256797,0.000362513594,pass,pass,17
79999,6399840001,106|130|132|156,106|24|2|24,156,319840,159842,0.000487506094,0.000975012188,pass,pass,19
80021,6403360441,10|18|22|60,10|8|4|38,60,320024,159982,0.000187450794,0.000374901588,pass,pass,11
80039,6406241521,16|52|72|96,16|36|20|24,96,320060,159982,0.000299853821,0.000599707643,pass,pass,29
80051,6408162601,106|112|130|168,106|6|18|38,168,320036,159934,0.000524665526,0.001049331051,pass,pass,11
80071,6411365041,82|96|162|198,82|14|66|36,198,320086,159944,0.000618201346,0.001236402693,pass,pass,1
80077,6412325929,42|48|58|142,42|6|10|84,142,320166,160012,0.000443323301,0.000886646603,pass,pass,7
80107,6417131449,4|24|58|120,4|20|34|62,120,320308,160094,0.000374499107,0.000748998215,pass,pass,7
80111,6417772321,16|52|58|72,16|36|6|14,72,320372,160150,0.000224688245,0.00044937649,pass,pass,11
80141,6422579881,22|40|60|70,22|18|20|10,70,320494,160212,0.000218365131,0.000436730263,pass,pass,11
80147,6423541609,58|60|84|88,58|2|24|4,88,320500,160206,0.000274495614,0.000548991229,pass,pass,17
80149,6423862201,12|16|18|28,12|4|2|10,28,320568,160270,8.7337334e-05,0.000174674668,pass,pass,19
80153,6424503409,10|24|58|84,10|14|34|26,84,320528,160222,0.000261998927,0.000523997854,pass,pass,23
80167,6426747889,22|34|58|70,22|12|24|12,70,320598,160264,0.000218294311,0.000436588621,pass,pass,7
80173,6427709929,12|102|114|142,12|90|12|28,142,320550,160204,0.000442792461,0.000885584923,pass,pass,13
80177,6428351329,24|28|54|64,24|4|26|10,64,320644,160290,0.000199558477,0.000399116954,pass,pass,17
80191,6430596481,28|36|40|66,28|8|4|26,66,320698,160316,0.000205758751,0.000411517502,pass,pass,1
80207,6433162849,18|64|120|142,18|46|56|22,142,320686,160272,0.00044260476,0.00088520952,pass,pass,17
80209,6433483681,6|58|126|132,6|52|68|6,132,320704,160286,0.000411425152,0.000822850304,pass,pass,19
80221,6435408841,28|46|58|66,28|18|12|8,66,320818,160376,0.000205681804,0.000411363608,pass,pass,1
80231,6437013361,58|102|120|148,58|44|18|28,148,320776,160314,0.000461168376,0.000922336753,pass,pass,11
80233,6437334289,52|58|102|112,52|6|44|10,112,320820,160354,0.000348983585,0.000697967171,pass,pass,13
80239,6438297121,12|18|46|60,12|6|28|14,60,320896,160418,0.000186941512,0.000373883024,pass,pass,19
80251,6440223001,6|42|58|88,6|36|16|30,88,320916,160414,0.000274139886,0.000548279772,pass,pass,1
80263,6442149169,24|30|40|82,24|6|10|42,82,320970,160444,0.000255410339,0.000510820677,pass,pass,13
80273,6443754529,4|24|58|88,4|20|34|30,88,321004,160458,0.000274064754,0.000548129508,pass,pass,23
80279,6444717841,16|102|106|118,16|86|4|12,118,320998,160440,0.000367468454,0.000734936908,pass,pass,29
80287,6446002369,30|48|58|100,30|18|10|42,100,321048,160474,0.000311382914,0.000622765828,pass,pass,7
80309,6449535481,36|82|100|102,36|46|18|2,102,321134,160516,0.000317523565,0.00063504713,pass,pass,29
80317,6450820489,54|84|130|138,54|30|46|8,138,321130,160496,0.000429547916,0.000859095833,pass,pass,7
80329,6452748241,46|66|90|136,46|20|24|46,136,321180,160522,0.000423259346,0.000846518692,pass,pass,19
80341,6454676281,18|22|28|76,18|4|6|48,76,321288,160606,0.000236491953,0.000472983906,pass,pass,1
80347,6455640409,40|148|150|184,40|108|2|34,184,321204,160510,0.000572516709,0.001145033418,pass,pass,7
80363,6458211769,10|130|142|150,10|120|12|8,150,321302,160576,0.000466632654,0.000933265309,pass,pass,23
80369,6459176161,58|60|72|78,58|2|12|6,78,321398,160660,0.000242630865,0.00048526173,pass,pass,29
80387,6462069769,12|94|112|114,12|82|18|2,114,321434,160660,0.000354534937,0.000709069874,pass,pass,17
80407,6465285649,4|30|64|82,4|26|34|18,82,321546,160732,0.000254952927,0.000509905854,pass,pass,7
80429,6468824041,12|18|28|40,12|6|10|12,40,321676,160818,0.000124333263,0.000248666526,pass,pass,29
80447,6471719809,10|52|60|64,10|42|8|4,64,321724,160830,0.000198888709,0.000397777419,pass,pass,17
80449,6472041601,6|18|36|42,6|12|18|6,42,321754,160856,0.000130517471,0.000261034941,pass,pass,19
80471,6475581841,88|108|120|156,88|20|12|36,156,321728,160786,0.000484646643,0.000969293286,pass,pass,11
80473,6475903729,58|78|114|120,58|20|36|6,120,321772,160826,0.000372795845,0.000745591689,pass,pass,13
80489,6478479121,60|78|90|118,60|18|12|28,118,321838,160860,0.000366509709,0.000733019419,pass,pass,29
80491,6478801081,16|30|42|48,16|14|12|6,48,321916,160934,0.000149084991,0.000298169982,pass,pass,1
80513,6482343169,4|24|30|40,4|20|6|10,40,322012,160986,0.000124203545,0.00024840709,pass,pass,23
80527,6484597729,4|42|52|60,4|38|10|8,60,322048,160994,0.000186272927,0.000372545854,pass,pass,7
80537,6486208369,12|64|84|88,12|52|20|4,88,322060,160986,0.000273166371,0.000546332741,pass,pass,17
80557,6489430249,52|54|60|70,52|2|6|10,70,322158,161044,0.000217237484,0.000434474968,pass,pass,7
80567,6491041489,22|30|34|64,22|8|4|30,64,322204,161070,0.000198592476,0.000397184952,pass,pass,17
80599,6496198801,22|28|46|60,22|6|18|14,60,322336,161138,0.000186106527,0.000372213055,pass,pass,19
80603,6496843609,12|34|42|54,12|22|8|12,54,322358,161152,0.000167487562,0.000334975125,pass,pass,23
80611,6498133321,10|52|60|88,10|42|8|28,88,322356,161134,0.000272915607,0.000545831214,pass,pass,1
80621,6499745641,6|12|30|48,6|6|18|18,48,322436,161194,0.000148844594,0.000297689188,pass,pass,11
80627,6500713129,22|60|72|84,22|38|12|12,84,322424,161170,0.000260458655,0.000520917311,pass,pass,17
80629,6501035641,22|28|72|78,22|6|44|6,78,322438,161180,0.000241848466,0.000483696933,pass,pass,19
80651,6504583801,18|36|88|100,18|18|52|12,100,322504,161202,0.000309977558,0.000619955115,pass,pass,11
80657,6505551649,18|42|58|60,18|24|16|2,60,322568,161254,0.000185972699,0.000371945398,pass,pass,17
80669,6507487561,46|82|100|136,46|36|18|36,136,322540,161202,0.000421475412,0.000842950824,pass,pass,29
80671,6507810241,22|36|60|70,22|14|24|10,70,322614,161272,0.000216930495,0.000433860991,pass,pass,1
80677,6508778329,22|34|58|70,22|12|24|12,70,322638,161284,0.000216914362,0.000433828724,pass,pass,7
80681,6509423761,12|18|96|102,12|6|78|6,102,322622,161260,0.000316059543,0.000632119086,pass,pass,11
80683,6509746489,10|12|28|30,10|2|16|2,30,322702,161336,9.2956385e-05,0.00018591277,pass,pass,13
80687,6510391969,4|12|28|42,4|8|16|14,42,322706,161332,0.000130132487,0.000260264975,pass,pass,17
80701,6512651401,16|46|48|76,16|30|2|28,76,322728,161326,0.000235436983,0.000470873967,pass,pass,1
80713,6514588369,48|60|64|84,48|12|4|20,84,322768,161342,0.000260181136,0.000520362271,pass,pass,13
80737,6518463169,4|70|82|88,4|66|12|6,88,322860,161386,0.000272489689,0.000544979377,pass,pass,7
80747,6520078009,18|100|112|118,18|82|12|6,118,322870,161376,0.00036533865,0.000730677301,pass,pass,17
80749,6520401001,58|60|90|100,58|2|30|10,100,322896,161398,0.000309601357,0.000619202715,pass,pass,19
80761,6522339121,46|58|70|82,46|12|12|12,82,322962,161440,0.000253835391,0.000507670782,pass,pass,1
80777,6524923729,4|10|18|34,4|6|8|16,34,323074,161520,0.000105227973,0.000210455947,pass,pass,17
80779,6525246841,16|22|58|88,16|6|36|30,88,323028,161470,0.000272348011,0.000544696022,pass,pass,19
80783,6525893089,18|34|52|58,18|16|18|6,58,323074,161508,0.00017949321,0.00035898642,pass,pass,23
80789,6526862521,12|48|58|70,12|36|10|12,70,323086,161508,0.000216613648,0.000433227296,pass,pass,29
80803,6529124809,28|34|42|54,28|6|8|12,54,323158,161552,0.000167073005,0.000334146009,pass,pass,13
80809,6530094481,58|96|102|108,58|38|6|6,108,323128,161510,0.000334121199,0.000668242399,pass,pass,19
80819,6531710761,6|28|78|108,6|22|50|30,108,323168,161530,0.000334079857,0.000668159715,pass,pass,29
80831,6533650561,6|28|40|72,6|22|12|32,72,323252,161590,0.00022268684,0.000445373681,pass,pass,11
80833,6533973889,10|34|48|70,10|24|14|22,70,323262,161596,0.000216495738,0.000432991476,pass,pass,13
80849,6536560801,12|28|36|46,12|16|8|10,46,323350,161652,0.000142240473,0.000284480946,pass,pass,29
80863,6538824769,12|22|28|72,12|10|6|44,72,323380,161654,0.000222598716,0.000445197433,pass,pass,13
80897,6544324609,30|40|42|60,30|10|2|18,60,323528,161734,0.000185420967,0.000370841935,pass,pass,17
80909,6546266281,10|16|22|42,10|6|6|20,42,323594,161776,0.000129775427,0.000259550853,pass,pass,29
80911,6546589921,6|22|40|58,6|16|18|18,58,323586,161764,0.000179209255,0.000358418509,pass,pass,1
80917,6547560889,4|24|30|52,4|20|6|22,52,323616,161782,0.000160658452,0.000321316905,pass,pass,7
80923,6548531929,18|60|64|78,18|42|4|14,78,323614,161768,0.000240969811,0.000481939622,pass,pass,13
80929,6549503041,6|30|70|118,6|24|40|48,118,323598,161740,0.000364517046,0.000729034092,pass,pass,19
80933,6550150489,24|28|42|54,24|4|14|12,54,323678,161812,0.000166804641,0.000333609282,pass,pass,23
80953,6553388209,18|30|54|82,18|12|24|28,82,323730,161824,0.000253233358,0.000506466715,pass,pass,13
80963,6555007369,10|30|42|88,10|20|12|46,88,323764,161838,0.000271729061,0.000543458123,pass,pass,23
80989,6559218121,40|46|78|82,40|6|32|4,82,323874,161896,0.000253120794,0.000506241588,pass,pass,19
81001,6561162001,6|28|66|106,6|22|38|40,106,323898,161896,0.000327156455,0.00065431291,pass,pass,1
81013,6563106169,12|28|70|102,12|16|42|32,102,323950,161924,0.000314764297,0.000629528594,pass,pass,13
81017,6563754289,28|30|58|70,28|2|28|12,70,323998,161964,0.000216004049,0.000432008097,pass,pass,17
81019,6564078361,22|40|70|88,22|18|30|18,88,323988,161950,0.000271541243,0.000543082487,pass,pass,19
81023,6564726529,4|18|48|54,4|14|30|6,54,324038,161992,0.000166619355,0.00033323871,pass,pass,23
81031,6566022961,12|28|66|82,12|16|38|16,82,324042,161980,0.000252989597,0.000505979193,pass,pass,1
81041,6567643681,16|22|46|58,16|6|24|12,58,324106,162024,0.00017892178,0.000357843561,pass,pass,11
81043,6567967849,4|58|72|100,4|54|14|28,100,324072,161986,0.000308478215,0.000616956431,pass,pass,13
81047,6568616209,60|88|102|114,60|28|14|12,114,324074,161980,0.000351647809,0.000703295619,pass,pass,17
81049,6568940401,30|52|156|202,30|22|104|46,202,323994,161896,0.000623079865,0.001246159731,pass,pass,19
81071,6572507041,18|22|28|42,18|4|6|14,42,324242,162100,0.000129516103,0.000259032206,pass,pass,11
81077,6573479929,4|30|34|78,4|26|4|44,78,324230,162076,0.000240512106,0.000481024212,pass,pass,17
81083,6574452889,12|34|58|78,12|22|24|20,78,324254,162088,0.000240494308,0.000480988617,pass,pass,23
81097,6576723409,12|18|54|58,12|6|36|4,58,324330,162136,0.000178798229,0.000357596459,pass,pass,7
81101,6577372201,58|78|156|186,58|20|78|30,186,324218,162016,0.000573359145,0.00114671829,pass,pass,11
81119,6580292161,6|18|28|66,6|12|10|38,66,324410,162172,0.000203404874,0.000406809749,pass,pass,29
81131,6582239161,12|40|42|58,12|28|2|16,58,324466,162204,0.000178723299,0.000357446599,pass,pass,11
81157,6586458649,18|24|42|72,18|6|18|30,72,324556,162242,0.000221792328,0.000443584657,pass,pass,7
81163,6587432569,12|22|28|40,12|10|6|12,40,324612,162286,0.000123208851,0.000246417703,pass,pass,13
81173,6589055929,24|58|60|124,24|34|2|64,124,324568,162222,0.000381900386,0.000763800771,pass,pass,23
81181,6590354761,12|18|42|90,12|6|24|48,90,324634,162272,0.000277158448,0.000554316897,pass,pass,1
81197,6592952809,10|22|24|28,10|12|2|4,28,324760,162366,8.6210082e-05,0.000172420163,pass,pass,17
81199,6593277601,16|52|100|106,16|36|48|6,106,324690,162292,0.000326358699,0.000652717398,pass,pass,19
81203,6593927209,18|22|58|60,18|4|36|2,60,324752,162346,0.000184722239,0.000369444479,pass,pass,23
81223,6597175729,4|28|30|40,4|24|2|10,40,324852,162406,0.000123117836,0.000246235672,pass,pass,13
81233,6598800289,22|54|78|82,22|32|24|4,82,324850,162384,0.000252360494,0.000504720988,pass,pass,23
81239,6599775121,30|76|142|156,30|46|66|14,156,324800,162322,0.000480064993,0.000960129987,pass,pass,29
81281,6606600961,28|46|60|76,28|18|14|16,76,325048,162486,0.000233756967,0.000467513933,pass,pass,11
81283,6606926089,4|54|64|84,4|50|10|20,84,325048,162482,0.000258356606,0.000516713212,pass,pass,13
81293,6608551849,18|102|120|130,18|84|18|10,130,325042,162456,0.00039978842,0.000799576839,pass,pass,23
81299,6609527401,36|58|70|78,36|22|12|8,78,325118,162520,0.000239855349,0.000479710698,pass,pass,29
81307,6610828249,22|54|70|82,22|32|16|12,82,325146,162532,0.000252130813,0.000504261626,pass,pass,7
81331,6614731561,6|58|100|102,6|52|42|2,102,325222,162560,0.000313533585,0.00062706717,pass,pass,1
81343,6616683649,72|90|144|160,72|18|54|16,160,325212,162526,0.000491744834,0.000983489667,pass,pass,13
81349,6617659801,12|78|82|96,12|66|4|14,96,325300,162602,0.000295025139,0.000590050277,pass,pass,19
81353,6618310609,18|28|82|84,18|10|54|2,84,325328,162622,0.000258134304,0.000516268607,pass,pass,23
81359,6619286881,16|48|60|82,16|32|12|22,82,325354,162636,0.000251969665,0.000503939331,pass,pass,29
81371,6621239641,22|30|42|58,22|8|12|16,58,325426,162684,0.000178196163,0.000356392327,pass,pass,11
81373,6621565129,18|34|82|84,18|16|48|2,84,325408,162662,0.000258070859,0.000516141718,pass,pass,13
81401,6626122801,18|28|42|88,18|10|14|46,88,325516,162714,0.00027026695,0.0005405339,pass,pass,11
81409,6627425281,10|12|46|66,10|2|34|20,66,325570,162752,0.000202680293,0.000405360587,pass,pass,19
81421,6629379241,18|36|60|66,18|18|24|6,66,325618,162776,0.000202650422,0.000405300844,pass,pass,1
81439,6632310721,40|100|136|142,40|60|36|6,142,325614,162736,0.000435909085,0.000871818171,pass,pass,19
81457,6635242849,48|82|88|102,48|34|6|14,102,325726,162812,0.000313048602,0.000626097205,pass,pass,7
81463,6636220369,4|22|28|30,4|18|6|2,30,325822,162896,9.2066337e-05,0.000184132674,pass,pass,13
81509,6643717081,52|72|88|126,52|20|16|38,126,325910,162892,0.000386460391,0.000772920782,pass,pass,29
81517,6645021289,4|34|58|70,4|30|24|12,70,325998,162964,0.000214679147,0.000429358293,pass,pass,7
81527,6646651729,12|64|70|100,12|52|6|30,100,326008,162954,0.000306646878,0.000613293755,pass,pass,17
81533,6647630089,24|48|58|64,24|24|10|6,64,326068,163002,0.000196239559,0.000392479119,pass,pass,23
81547,6649913209,10|42|60|120,10|32|18|60,120,326068,162974,0.000367886004,0.000735772009,pass,pass,7
81551,6650565601,12|36|40|60,12|24|4|20,60,326144,163042,0.00018393398,0.00036786796,pass,pass,11
81553,6650891809,22|28|42|58,22|6|14|16,58,326154,163048,0.000177798487,0.000355596974,pass,pass,13
81559,6651870481,46|48|60|72,46|2|12|12,72,326164,163046,0.000220699126,0.000441398252,pass,pass,19
81563,6652522969,4|54|72|78,4|50|18|6,78,326174,163048,0.000239078994,0.000478157988,pass,pass,23
81569,6653501761,96|106|142|180,96|10|36|38,180,326096,162958,0.000551680173,0.001103360345,pass,pass,29
81611,6660355321,6|22|28|36,6|16|6|8,36,326408,163186,0.000110279252,0.000220558503,pass,pass,11
81619,6661661161,100|112|130|136,100|12|18|6,136,326340,163102,0.000416569671,0.000833139343,pass,pass,19
81629,6663293641,58|112|120|130,58|54|8|10,130,326386,163128,0.000398142817,0.000796285634,pass,pass,29
81637,6664599769,88|100|102|168,88|12|2|66,168,326380,163106,0.000514472604,0.001028945209,pass,pass,7
81647,6666232609,10|12|24|28,10|2|12|4,28,326560,163266,8.5734932e-05,0.000171469864,pass,pass,17
81649,6666559201,18|42|100|102,18|24|58|2,102,326494,163196,0.000312312459,0.000624624919,pass,pass,19
81667,6669498889,22|40|60|82,22|18|20|22,82,326586,163252,0.000251019384,0.000502038767,pass,pass,7
81671,6670152241,16|22|46|60,16|6|24|14,60,326624,163282,0.000183663724,0.000367327448,pass,pass,11
81677,6671132329,10|24|42|64,10|14|18|22,64,326644,163290,0.000195893581,0.000391787162,pass,pass,17
81689,6673092721,16|28|36|40,16|12|8|4,40,326716,163338,0.000122415503,0.000244831005,pass,pass,29
81701,6675053401,30|70|78|100,30|40|8|22,100,326704,163302,0.000305993807,0.000611987613,pass,pass,11
81703,6675380209,18|28|58|60,18|10|30|2,60,326752,163346,0.00018359179,0.00036718358,pass,pass,13
81707,6676033849,18|24|30|52,18|6|6|22,52,326776,163362,0.000159105095,0.00031821019,pass,pass,17
81727,6679302529,40|42|60|70,40|2|18|10,70,326838,163384,0.000214127522,0.000428255044,pass,pass,7
81737,6680937169,4|12|22|34,4|8|10|12,34,326914,163440,0.000103992072,0.000207984144,pass,pass,17
81749,6682899001,28|36|42|48,28|8|6|6,48,326948,163450,0.000146790786,0.000293581573,pass,pass,29
81761,6684861121,58|70|180|186,58|12|110|6,186,326858,163336,0.000568730813,0.001137461626,pass,pass,11
81769,6686169361,18|42|70|88,18|24|28|18,88,326988,163450,0.000269050618,0.000538101236,pass,pass,19
81773,6686823529,24|60|72|78,24|36|12|6,78,327014,163468,0.000238465019,0.000476930038,pass,pass,23
81799,6691076401,36|52|58|72,36|16|6|14,72,327124,163526,0.00022005159,0.00044010318,pass,pass,19
81817,6694021489,22|30|58|70,22|8|28|12,70,327198,163564,0.000213891978,0.000427783957,pass,pass,7
81839,6697621921,6|42|70|96,6|36|28|26,96,327260,163582,0.000293258715,0.000586517431,pass,pass,29
81847,6698931409,30|78|88|112,30|48|10|24,112,327276,163582,0.000342101726,0.000684203453,pass,pass,7
81853,6699913609,22|58|90|114,22|36|32|24,114,327298,163592,0.000348185161,0.000696370322,pass,pass,13
81869,6702533161,36|46|48|88,36|10|2|40,88,327388,163650,0.000268721983,0.000537443965,pass,pass,29
81883,6704825689,4|48|52|90,4|44|4|38,90,327442,163676,0.000274782311,0.000549564623,pass,pass,13
81899,6707446201,18|60|100|108,18|42|40|8,108,327488,163690,0.000329674355,0.00065934871,pass,pass,29
81901,6707773801,16|18|40|46,16|2|22|6,46,327558,163756,0.000140413426,0.000280826852,pass,pass,1
81919,6710722561,30|60|78|102,30|30|18|24,102,327574,163736,0.000311283097,0.000622566193,pass,pass,19
81929,6712361041,12|28|72|126,12|16|44|54,126,327590,163732,0.000384479244,0.000768958488,pass,pass,29
